rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_previous_rental_groups,early_or_late_groups
16324,549212,344576,mobile,ended,17.0,549196.0,120.0,time delta > 45 min,late <= 45 min
16326,549277,387223,mobile,ended,57.0,546350.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
16329,549461,305876,mobile,ended,17.0,523875.0,0.0,time delta btw 0 and 45 min,late <= 45 min
16363,551169,405005,connect,ended,58.0,544486.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
16382,552606,336902,mobile,ended,-90.0,533303.0,600.0,time delta > 45 min,early more than 45 min
16399,553595,388206,mobile,ended,-24.0,513941.0,570.0,time delta > 45 min,early less than 45 min
16403,553889,356758,mobile,ended,23.0,543278.0,540.0,time delta > 45 min,late <= 45 min
16417,554498,248889,connect,ended,-18.0,559060.0,720.0,time delta > 45 min,early less than 45 min
16435,555857,401088,mobile,ended,36.0,552180.0,60.0,time delta > 45 min,late <= 45 min
16465,554425,364411,mobile,ended,105.0,557974.0,600.0,time delta > 45 min,late btw 45 min and 2 hour
16474,555076,369845,mobile,ended,-22.0,553278.0,690.0,time delta > 45 min,early less than 45 min
16485,555388,362255,mobile,ended,36.0,531363.0,660.0,time delta > 45 min,late <= 45 min
16492,555950,364160,connect,ended,27.0,550502.0,120.0,time delta > 45 min,late <= 45 min
16509,556933,291932,connect,ended,-23.0,559594.0,60.0,time delta > 45 min,early less than 45 min
16511,556998,222819,mobile,ended,42.0,557193.0,660.0,time delta > 45 min,late <= 45 min
16532,558185,401869,connect,ended,-9.0,556469.0,510.0,time delta > 45 min,early less than 45 min
16554,559898,362187,connect,ended,-8.0,556725.0,240.0,time delta > 45 min,early less than 45 min
16557,559935,409750,mobile,ended,60.0,562535.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
16612,563790,398586,connect,ended,-149.0,565280.0,600.0,time delta > 45 min,early more than 45 min
16631,564703,385629,connect,ended,-28.0,564926.0,180.0,time delta > 45 min,early less than 45 min
16633,565006,414230,mobile,ended,26.0,567764.0,720.0,time delta > 45 min,late <= 45 min
16634,565007,362507,connect,ended,35.0,567477.0,720.0,time delta > 45 min,late <= 45 min
16652,557333,410887,mobile,ended,77.0,550290.0,300.0,time delta > 45 min,late btw 45 min and 2 hour
16670,558854,407865,mobile,ended,45.0,557408.0,360.0,time delta > 45 min,late <= 45 min
16679,559519,381012,mobile,ended,-15.0,553964.0,0.0,time delta btw 0 and 45 min,early less than 45 min
16685,560165,304775,connect,ended,-34.0,552359.0,240.0,time delta > 45 min,early less than 45 min
16701,560879,376311,connect,ended,21.0,563536.0,300.0,time delta > 45 min,late <= 45 min
16716,562118,402078,mobile,ended,-74.0,560643.0,150.0,time delta > 45 min,early more than 45 min
16744,564327,412869,mobile,ended,3098.0,562932.0,90.0,time delta > 45 min,late btw 2 and 3 days
16746,564510,367632,connect,ended,-579.0,563613.0,720.0,time delta > 45 min,early more than 45 min
16773,549864,175887,connect,ended,72.0,558049.0,720.0,time delta > 45 min,late btw 45 min and 2 hour
16787,550497,392847,connect,ended,141.0,554124.0,0.0,time delta btw 0 and 45 min,late btw 2 and 3 hours
16790,550757,345080,connect,ended,-55.0,549248.0,720.0,time delta > 45 min,early more than 45 min
16797,551313,400293,mobile,ended,88.0,537821.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
16807,554913,351258,mobile,ended,0.0,555581.0,270.0,time delta > 45 min,early less than 45 min
16823,556063,388795,mobile,ended,101.0,551168.0,90.0,time delta > 45 min,late btw 45 min and 2 hour
16841,557078,301301,connect,ended,104.0,555752.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
16847,557587,295830,connect,ended,-404.0,563792.0,720.0,time delta > 45 min,early more than 45 min
16850,557732,374746,mobile,ended,-22.0,547231.0,0.0,time delta btw 0 and 45 min,early less than 45 min
16870,540254,383144,connect,ended,75.0,534854.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
16873,540509,406902,mobile,ended,35.0,536255.0,30.0,time delta btw 0 and 45 min,late <= 45 min
16878,540779,384193,connect,ended,6.0,550547.0,0.0,time delta btw 0 and 45 min,late <= 45 min
16882,541103,359864,mobile,ended,-69.0,527333.0,60.0,time delta > 45 min,early more than 45 min
16893,542041,208090,mobile,ended,2.0,541715.0,30.0,time delta btw 0 and 45 min,late <= 45 min
16896,542083,385131,connect,ended,-12.0,542592.0,180.0,time delta > 45 min,early less than 45 min
16905,542384,344254,connect,ended,97.0,539674.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
16918,542909,407865,mobile,ended,114.0,535365.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
16920,542993,258737,mobile,ended,39.0,526456.0,600.0,time delta > 45 min,late <= 45 min
16940,556659,310219,connect,ended,-70.0,549808.0,480.0,time delta > 45 min,early more than 45 min
16944,556716,364160,connect,ended,127.0,560217.0,30.0,time delta btw 0 and 45 min,late btw 2 and 3 hours
16945,556762,329718,mobile,ended,2.0,566035.0,120.0,time delta > 45 min,late <= 45 min
16951,557012,358772,connect,ended,-29.0,553385.0,60.0,time delta > 45 min,early less than 45 min
16958,557706,399575,connect,ended,-17.0,548718.0,720.0,time delta > 45 min,early less than 45 min
16977,558539,384983,mobile,ended,21.0,554384.0,60.0,time delta > 45 min,late <= 45 min
16986,558993,412141,mobile,ended,-1227.0,556871.0,600.0,time delta > 45 min,early more than 45 min
16995,559386,395385,mobile,ended,2499.0,556228.0,690.0,time delta > 45 min,late btw 1 and 2 days
17004,559897,382302,connect,ended,99.0,558352.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
17043,563382,381754,mobile,ended,463.0,561956.0,120.0,time delta > 45 min,late btw 6h and 1 day
17055,564129,368506,mobile,ended,-41.0,555811.0,600.0,time delta > 45 min,early less than 45 min
17061,564601,317683,mobile,ended,93.0,560650.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
17063,564616,383443,connect,ended,-113.0,563616.0,540.0,time delta > 45 min,early more than 45 min
17087,558724,380479,mobile,ended,13.0,555526.0,570.0,time delta > 45 min,late <= 45 min
17109,561362,352528,connect,ended,-21.0,527111.0,600.0,time delta > 45 min,early less than 45 min
17120,562201,412104,mobile,ended,-119.0,563920.0,120.0,time delta > 45 min,early more than 45 min
17163,565255,374809,connect,ended,-97.0,566437.0,90.0,time delta > 45 min,early more than 45 min
17169,565826,387980,mobile,ended,-36.0,565423.0,270.0,time delta > 45 min,early less than 45 min
17192,565273,351468,mobile,ended,-209.0,559473.0,90.0,time delta > 45 min,early more than 45 min
17193,565284,403149,mobile,ended,31.0,563877.0,150.0,time delta > 45 min,late <= 45 min
17207,566516,337217,mobile,ended,48.0,561111.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
17234,568312,414757,mobile,ended,-31.0,564212.0,60.0,time delta > 45 min,early less than 45 min
17239,569487,335276,connect,ended,-40.0,560375.0,600.0,time delta > 45 min,early less than 45 min
17241,570644,374360,connect,ended,18.0,567682.0,60.0,time delta > 45 min,late <= 45 min
17244,571208,293910,mobile,ended,-28.0,575013.0,600.0,time delta > 45 min,early less than 45 min
17258,573651,380019,mobile,ended,363.0,568249.0,120.0,time delta > 45 min,late btw 6h and 1 day
17279,567609,297832,mobile,ended,5.0,566110.0,0.0,time delta btw 0 and 45 min,late <= 45 min
17293,569004,341881,connect,ended,41.0,565020.0,630.0,time delta > 45 min,late <= 45 min
17318,547078,347208,connect,ended,133.0,545645.0,0.0,time delta btw 0 and 45 min,late btw 2 and 3 hours
17342,548739,365148,mobile,ended,25.0,547665.0,60.0,time delta > 45 min,late <= 45 min
17349,548963,374626,mobile,ended,48.0,536523.0,720.0,time delta > 45 min,late btw 45 min and 2 hour
17375,550705,367632,connect,ended,205.0,564510.0,420.0,time delta > 45 min,late btw 3 and 4 hours
17379,550938,334190,connect,ended,110.0,549759.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
17407,569662,368432,mobile,ended,35.0,572914.0,690.0,time delta > 45 min,late <= 45 min
17410,570143,174243,mobile,ended,80.0,565219.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
17426,571746,331673,mobile,ended,35.0,570526.0,210.0,time delta > 45 min,late <= 45 min
17432,572953,392055,mobile,ended,5.0,562635.0,300.0,time delta > 45 min,late <= 45 min
17441,547509,350904,mobile,ended,44.0,536164.0,480.0,time delta > 45 min,late <= 45 min
17488,551041,390467,connect,ended,-194.0,566227.0,630.0,time delta > 45 min,early more than 45 min
17507,552238,386259,connect,ended,-10.0,550185.0,420.0,time delta > 45 min,early less than 45 min
17508,552256,320824,connect,ended,-134.0,529301.0,720.0,time delta > 45 min,early more than 45 min
17530,551693,412114,mobile,ended,-40.0,548975.0,60.0,time delta > 45 min,early less than 45 min
17532,551778,394305,mobile,ended,13.0,549859.0,150.0,time delta > 45 min,late <= 45 min
17558,554143,401387,mobile,ended,-10.0,553151.0,60.0,time delta > 45 min,early less than 45 min
17574,555012,398697,mobile,ended,218.0,527035.0,210.0,time delta > 45 min,late btw 3 and 4 hours
17591,553682,401475,connect,ended,37.0,552583.0,420.0,time delta > 45 min,late <= 45 min
17600,554118,366164,connect,ended,113.0,550687.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
17612,554952,290726,connect,ended,-65.0,561666.0,480.0,time delta > 45 min,early more than 45 min
17656,558030,316678,connect,ended,-158.0,549892.0,240.0,time delta > 45 min,early more than 45 min
17661,553252,394656,connect,ended,6.0,546275.0,540.0,time delta > 45 min,late <= 45 min
17669,553988,404791,mobile,ended,-402.0,557032.0,60.0,time delta > 45 min,early more than 45 min
17680,554954,403749,mobile,ended,-152.0,548087.0,540.0,time delta > 45 min,early more than 45 min
17698,553223,398586,connect,ended,172.0,544811.0,30.0,time delta btw 0 and 45 min,late btw 2 and 3 hours
17704,553572,383499,mobile,ended,2.0,553742.0,420.0,time delta > 45 min,late <= 45 min
17710,553999,406161,mobile,ended,-110.0,556375.0,0.0,time delta btw 0 and 45 min,early more than 45 min
17720,554812,298516,connect,ended,8.0,548564.0,150.0,time delta > 45 min,late <= 45 min
17750,556514,409197,mobile,ended,-3.0,551728.0,720.0,time delta > 45 min,early less than 45 min
17764,556918,380833,mobile,ended,35.0,532556.0,90.0,time delta > 45 min,late <= 45 min
17770,565868,376901,connect,ended,-19.0,562254.0,30.0,time delta btw 0 and 45 min,early less than 45 min
17780,566574,406625,connect,ended,-40.0,565247.0,210.0,time delta > 45 min,early less than 45 min
17796,567769,338571,mobile,ended,19.0,555206.0,90.0,time delta > 45 min,late <= 45 min
17802,505758,392805,mobile,ended,3.0,528920.0,90.0,time delta > 45 min,late <= 45 min
17833,526752,389451,mobile,ended,5.0,532361.0,630.0,time delta > 45 min,late <= 45 min
17855,533792,401649,connect,ended,106.0,546026.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
17880,567835,409523,mobile,ended,967.0,565046.0,630.0,time delta > 45 min,late btw 6h and 1 day
17885,568079,227042,mobile,ended,40.0,566621.0,600.0,time delta > 45 min,late <= 45 min
17893,568815,385629,connect,ended,47.0,564703.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
17906,571227,298117,connect,ended,-13.0,571310.0,600.0,time delta > 45 min,early less than 45 min
17940,540769,396009,connect,ended,-6.0,539540.0,60.0,time delta > 45 min,early less than 45 min
17947,541283,305733,mobile,ended,34.0,536691.0,60.0,time delta > 45 min,late <= 45 min
17965,542592,385131,connect,ended,-428.0,535537.0,120.0,time delta > 45 min,early more than 45 min
17966,542666,348178,mobile,ended,22.0,541891.0,90.0,time delta > 45 min,late <= 45 min
17975,543426,398802,mobile,ended,51.0,546955.0,720.0,time delta > 45 min,late btw 45 min and 2 hour
17977,543793,408983,mobile,ended,1073.0,540001.0,690.0,time delta > 45 min,late btw 6h and 1 day
18008,573207,216576,connect,ended,93.0,565493.0,300.0,time delta > 45 min,late btw 45 min and 2 hour
18013,573945,248926,mobile,ended,36.0,571936.0,690.0,time delta > 45 min,late <= 45 min
18015,575353,341861,connect,ended,-36.0,571038.0,60.0,time delta > 45 min,early less than 45 min
18041,553217,273577,mobile,ended,0.0,538723.0,210.0,time delta > 45 min,early less than 45 min
18047,553596,407865,mobile,ended,17.0,558854.0,690.0,time delta > 45 min,late <= 45 min
18060,554420,374741,connect,ended,-89.0,565100.0,0.0,time delta btw 0 and 45 min,early more than 45 min
18076,556060,392479,mobile,ended,-70.0,565840.0,660.0,time delta > 45 min,early more than 45 min
18092,536480,392368,connect,ended,-242.0,537825.0,690.0,time delta > 45 min,early more than 45 min
18103,543275,340699,mobile,ended,69.0,521297.0,60.0,time delta > 45 min,late btw 45 min and 2 hour
18114,543930,409636,mobile,ended,8.0,539399.0,720.0,time delta > 45 min,late <= 45 min
18122,544421,359998,mobile,ended,18.0,557397.0,60.0,time delta > 45 min,late <= 45 min
18131,544991,404791,mobile,ended,106.0,526927.0,720.0,time delta > 45 min,late btw 45 min and 2 hour
18134,545437,383443,connect,ended,26.0,541311.0,120.0,time delta > 45 min,late <= 45 min
18141,545705,352039,connect,ended,2.0,548559.0,720.0,time delta > 45 min,late <= 45 min
18143,545767,300505,connect,ended,32.0,532682.0,90.0,time delta > 45 min,late <= 45 min
18177,548501,370907,mobile,ended,-3.0,548865.0,720.0,time delta > 45 min,early less than 45 min
18184,548950,342699,connect,ended,98.0,546290.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
18185,548971,399575,connect,ended,102.0,549086.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
18196,550069,368354,mobile,ended,-488.0,547423.0,90.0,time delta > 45 min,early more than 45 min
18217,557316,381583,mobile,ended,10.0,554028.0,150.0,time delta > 45 min,late <= 45 min
18238,558352,382302,connect,ended,-10.0,554807.0,60.0,time delta > 45 min,early less than 45 min
18242,558535,318911,mobile,ended,191.0,552015.0,330.0,time delta > 45 min,late btw 3 and 4 hours
18286,559040,273577,mobile,ended,427.0,562925.0,720.0,time delta > 45 min,late btw 6h and 1 day
18290,559287,334190,connect,ended,-97.0,560890.0,120.0,time delta > 45 min,early more than 45 min
18316,536874,331900,mobile,ended,69.0,547182.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
18332,538233,325139,mobile,ended,150.0,539837.0,270.0,time delta > 45 min,late btw 2 and 3 hours
18361,539750,295860,mobile,ended,103.0,542566.0,300.0,time delta > 45 min,late btw 45 min and 2 hour
18374,557433,381787,connect,ended,-56.0,558480.0,0.0,time delta btw 0 and 45 min,early more than 45 min
18386,558357,357530,connect,ended,-63.0,558780.0,120.0,time delta > 45 min,early more than 45 min
18395,558762,218964,mobile,ended,437.0,557353.0,630.0,time delta > 45 min,late btw 6h and 1 day
18414,559725,362507,connect,ended,-91.0,557052.0,60.0,time delta > 45 min,early more than 45 min
18418,559959,376601,mobile,ended,-383.0,559138.0,60.0,time delta > 45 min,early more than 45 min
18453,559047,392805,mobile,ended,288.0,546762.0,0.0,time delta btw 0 and 45 min,late btw 4 and 6 hours
18462,559490,268787,mobile,ended,-20.0,552187.0,0.0,time delta btw 0 and 45 min,early less than 45 min
18463,559528,255576,connect,ended,9.0,558076.0,660.0,time delta > 45 min,late <= 45 min
18504,563577,236059,mobile,ended,397.0,567616.0,90.0,time delta > 45 min,late btw 6h and 1 day
18507,563772,293910,mobile,ended,22.0,555354.0,510.0,time delta > 45 min,late <= 45 min
18515,564096,310553,connect,ended,3.0,561903.0,0.0,time delta btw 0 and 45 min,late <= 45 min
18535,550814,339371,mobile,ended,536.0,518660.0,90.0,time delta > 45 min,late btw 6h and 1 day
18538,550894,304068,mobile,ended,-135.0,543851.0,60.0,time delta > 45 min,early more than 45 min
18550,551643,392479,mobile,ended,-139.0,553125.0,240.0,time delta > 45 min,early more than 45 min
18552,551867,375834,mobile,ended,96.0,547655.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
18607,548896,318371,mobile,ended,-89.0,551963.0,330.0,time delta > 45 min,early more than 45 min
18652,561806,221830,mobile,ended,967.0,546263.0,600.0,time delta > 45 min,late btw 6h and 1 day
18664,560354,338243,connect,ended,54.0,557661.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
18671,560718,324640,mobile,ended,156.0,542037.0,240.0,time delta > 45 min,late btw 2 and 3 hours
18697,562612,413896,mobile,ended,-8.0,560091.0,0.0,time delta btw 0 and 45 min,early less than 45 min
18703,562894,285452,connect,ended,-14.0,560823.0,660.0,time delta > 45 min,early less than 45 min
18705,562977,405611,connect,ended,210.0,558473.0,120.0,time delta > 45 min,late btw 3 and 4 hours
18708,563090,386086,mobile,ended,39.0,560501.0,0.0,time delta btw 0 and 45 min,late <= 45 min
18715,563517,363133,connect,ended,78.0,565338.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
18738,564912,340064,mobile,ended,75.0,533701.0,600.0,time delta > 45 min,late btw 45 min and 2 hour
18759,556965,187740,mobile,ended,4.0,556605.0,0.0,time delta btw 0 and 45 min,late <= 45 min
18766,557659,298117,connect,ended,22.0,552177.0,360.0,time delta > 45 min,late <= 45 min
18770,557817,289112,connect,ended,63.0,540139.0,690.0,time delta > 45 min,late btw 45 min and 2 hour
18775,557969,385721,connect,ended,-104.0,551402.0,600.0,time delta > 45 min,early more than 45 min
18780,558520,386322,mobile,ended,32.0,558507.0,660.0,time delta > 45 min,late <= 45 min
18783,558654,366981,connect,ended,8.0,542471.0,630.0,time delta > 45 min,late <= 45 min
18786,558684,412528,mobile,ended,49.0,557553.0,270.0,time delta > 45 min,late btw 45 min and 2 hour
18797,559259,412093,mobile,ended,74.0,553100.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
18804,559657,363386,mobile,ended,229.0,555952.0,120.0,time delta > 45 min,late btw 3 and 4 hours
18807,559701,401475,connect,ended,-51.0,552371.0,600.0,time delta > 45 min,early more than 45 min
18825,561079,376652,mobile,ended,11.0,560197.0,0.0,time delta btw 0 and 45 min,late <= 45 min
18833,562335,367627,mobile,ended,84.0,565711.0,600.0,time delta > 45 min,late btw 45 min and 2 hour
18861,560826,406902,mobile,ended,64.0,556895.0,660.0,time delta > 45 min,late btw 45 min and 2 hour
18885,541294,366866,mobile,ended,-158.0,540776.0,120.0,time delta > 45 min,early more than 45 min
18895,541942,391618,connect,ended,144.0,531518.0,60.0,time delta > 45 min,late btw 2 and 3 hours
18903,542598,348526,connect,ended,148.0,545276.0,510.0,time delta > 45 min,late btw 2 and 3 hours
18909,543008,363761,mobile,ended,1341.0,567693.0,720.0,time delta > 45 min,late btw 6h and 1 day
18923,544186,390467,connect,ended,65.0,542241.0,690.0,time delta > 45 min,late btw 45 min and 2 hour
18927,544445,195888,mobile,ended,-22.0,544632.0,690.0,time delta > 45 min,early less than 45 min
18930,544712,408844,mobile,ended,-27.0,537812.0,600.0,time delta > 45 min,early less than 45 min
18965,550903,389785,connect,ended,-18.0,540617.0,180.0,time delta > 45 min,early less than 45 min
18971,551055,409197,mobile,ended,-91.0,543333.0,240.0,time delta > 45 min,early more than 45 min
18987,552306,356673,mobile,ended,-72.0,551565.0,180.0,time delta > 45 min,early more than 45 min
18992,552765,366981,connect,ended,-10.0,544722.0,420.0,time delta > 45 min,early less than 45 min
19056,555454,381183,mobile,ended,232.0,552738.0,60.0,time delta > 45 min,late btw 3 and 4 hours
19075,565509,381183,mobile,ended,44.0,562526.0,0.0,time delta btw 0 and 45 min,late <= 45 min
19076,565678,348485,connect,ended,39.0,560263.0,360.0,time delta > 45 min,late <= 45 min
19083,566159,390479,mobile,ended,134.0,564323.0,0.0,time delta btw 0 and 45 min,late btw 2 and 3 hours
19132,563999,371632,connect,ended,-88.0,556474.0,540.0,time delta > 45 min,early more than 45 min
19141,564699,415572,mobile,ended,2193.0,565228.0,240.0,time delta > 45 min,late btw 1 and 2 days
19145,565099,413351,mobile,ended,9.0,561247.0,0.0,time delta btw 0 and 45 min,late <= 45 min
19148,565203,351162,connect,ended,-39.0,557093.0,60.0,time delta > 45 min,early less than 45 min
19149,565254,212965,connect,ended,98.0,560539.0,420.0,time delta > 45 min,late btw 45 min and 2 hour
19151,565399,407315,mobile,ended,70.0,552810.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
19157,566071,403054,mobile,ended,-166.0,565660.0,480.0,time delta > 45 min,early more than 45 min
19187,564600,272430,connect,ended,-61.0,559220.0,570.0,time delta > 45 min,early more than 45 min
19194,565020,341881,connect,ended,-123.0,563188.0,240.0,time delta > 45 min,early more than 45 min
19200,565393,370055,connect,ended,-93.0,563668.0,660.0,time delta > 45 min,early more than 45 min
19213,565840,392479,mobile,ended,-94.0,569171.0,240.0,time delta > 45 min,early more than 45 min
19215,544851,392718,mobile,ended,75.0,565353.0,330.0,time delta > 45 min,late btw 45 min and 2 hour
19218,545223,310553,connect,ended,-45.0,543354.0,720.0,time delta > 45 min,early more than 45 min
19232,546139,375047,connect,ended,-4.0,557540.0,240.0,time delta > 45 min,early less than 45 min
19242,546501,314456,connect,ended,-210.0,540134.0,210.0,time delta > 45 min,early more than 45 min
19250,546959,405005,connect,ended,38.0,545715.0,240.0,time delta > 45 min,late <= 45 min
19286,566407,381857,connect,ended,-306.0,566456.0,390.0,time delta > 45 min,early more than 45 min
19302,565263,339138,connect,ended,-119.0,563988.0,0.0,time delta btw 0 and 45 min,early more than 45 min
19319,566850,400181,mobile,ended,16.0,561893.0,720.0,time delta > 45 min,late <= 45 min
19321,567093,415726,mobile,ended,-2.0,565126.0,270.0,time delta > 45 min,early less than 45 min
19326,567371,317572,connect,ended,-114.0,568169.0,120.0,time delta > 45 min,early more than 45 min
19332,567644,216701,mobile,ended,-1408.0,565921.0,210.0,time delta > 45 min,early more than 45 min
19333,567795,405005,connect,ended,-68.0,560343.0,210.0,time delta > 45 min,early more than 45 min
19340,568224,381499,connect,ended,-93.0,562174.0,0.0,time delta btw 0 and 45 min,early more than 45 min
19350,569141,379462,mobile,ended,-99.0,557980.0,120.0,time delta > 45 min,early more than 45 min
19365,571018,371625,mobile,ended,25.0,549891.0,150.0,time delta > 45 min,late <= 45 min
19366,571191,413896,mobile,ended,-29.0,572986.0,60.0,time delta > 45 min,early less than 45 min
19371,571709,371632,connect,ended,-38.0,568753.0,480.0,time delta > 45 min,early less than 45 min
19397,567165,311943,mobile,ended,-5.0,569360.0,570.0,time delta > 45 min,early less than 45 min
19398,567364,403871,mobile,ended,-5.0,560535.0,450.0,time delta > 45 min,early less than 45 min
19409,556850,346952,mobile,ended,48.0,553865.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
19411,557086,398733,mobile,ended,4.0,555668.0,0.0,time delta btw 0 and 45 min,late <= 45 min
19415,557279,382060,mobile,ended,57.0,547290.0,120.0,time delta > 45 min,late btw 45 min and 2 hour
19432,557930,400886,mobile,ended,56.0,553320.0,450.0,time delta > 45 min,late btw 45 min and 2 hour
19454,559512,248300,connect,ended,58.0,552427.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
19458,559733,326708,mobile,ended,-23.0,554230.0,180.0,time delta > 45 min,early less than 45 min
19460,559873,341630,mobile,ended,79.0,558883.0,240.0,time delta > 45 min,late btw 45 min and 2 hour
19481,555190,194356,mobile,ended,0.0,559148.0,510.0,time delta > 45 min,early less than 45 min
19483,555299,371572,connect,ended,641.0,549796.0,0.0,time delta btw 0 and 45 min,late btw 6h and 1 day
19505,556725,362187,connect,ended,-633.0,554183.0,210.0,time delta > 45 min,early more than 45 min
19515,567964,298466,mobile,ended,-22.0,527165.0,150.0,time delta > 45 min,early less than 45 min
19523,568455,382302,connect,ended,-35.0,574639.0,660.0,time delta > 45 min,early less than 45 min
19535,570013,383344,connect,ended,33.0,569963.0,360.0,time delta > 45 min,late <= 45 min
19552,573460,347208,connect,ended,-1.0,572521.0,0.0,time delta btw 0 and 45 min,early less than 45 min
19553,573770,356106,connect,ended,-14.0,573913.0,390.0,time delta > 45 min,early less than 45 min
19569,568278,351549,connect,ended,355.0,565967.0,510.0,time delta > 45 min,late btw 4 and 6 hours
19572,568585,351660,connect,ended,-45.0,563040.0,90.0,time delta > 45 min,early more than 45 min
19577,568789,402153,mobile,ended,-88.0,568035.0,720.0,time delta > 45 min,early more than 45 min
19583,569282,381481,mobile,ended,68.0,565511.0,510.0,time delta > 45 min,late btw 45 min and 2 hour
19606,571607,374360,connect,ended,-5.0,570644.0,0.0,time delta btw 0 and 45 min,early less than 45 min
19623,567535,368391,mobile,ended,65.0,539310.0,30.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
19637,568416,336935,connect,ended,2.0,559824.0,630.0,time delta > 45 min,late <= 45 min
19638,568421,410521,mobile,ended,98.0,554767.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
19642,568649,378003,connect,ended,52.0,572385.0,90.0,time delta > 45 min,late btw 45 min and 2 hour
19645,568704,385628,connect,ended,49.0,563946.0,630.0,time delta > 45 min,late btw 45 min and 2 hour
19646,568708,275364,connect,ended,39.0,563004.0,0.0,time delta btw 0 and 45 min,late <= 45 min
19648,568993,370513,mobile,ended,18.0,528782.0,30.0,time delta btw 0 and 45 min,late <= 45 min
19653,569504,337219,connect,ended,-317.0,555979.0,660.0,time delta > 45 min,early more than 45 min
19658,569818,361055,mobile,ended,-5.0,506459.0,510.0,time delta > 45 min,early less than 45 min
19685,549762,280227,connect,ended,-170.0,551649.0,90.0,time delta > 45 min,early more than 45 min
19699,550442,374741,connect,ended,78.0,555908.0,180.0,time delta > 45 min,late btw 45 min and 2 hour
19733,568064,335276,connect,ended,121.0,573893.0,180.0,time delta > 45 min,late btw 2 and 3 hours
19744,569362,404953,mobile,ended,142.0,568070.0,90.0,time delta > 45 min,late btw 2 and 3 hours
19745,569382,293523,mobile,ended,40.0,567028.0,720.0,time delta > 45 min,late <= 45 min
19761,572413,350149,mobile,ended,79.0,574325.0,600.0,time delta > 45 min,late btw 45 min and 2 hour
19774,575574,173061,connect,ended,42.0,574480.0,240.0,time delta > 45 min,late <= 45 min
19793,557777,407055,connect,ended,-5.0,558647.0,270.0,time delta > 45 min,early less than 45 min
19815,561066,230201,connect,ended,-57.0,564529.0,0.0,time delta btw 0 and 45 min,early more than 45 min
19844,563004,275364,connect,ended,-72.0,567827.0,0.0,time delta btw 0 and 45 min,early more than 45 min
19856,563942,412139,mobile,ended,-12.0,555548.0,90.0,time delta > 45 min,early less than 45 min
19860,564205,355805,mobile,ended,41.0,564523.0,30.0,time delta btw 0 and 45 min,late <= 45 min
19866,564594,248926,mobile,ended,-68.0,559683.0,150.0,time delta > 45 min,early more than 45 min
19877,565489,355900,connect,ended,-100.0,567036.0,600.0,time delta > 45 min,early more than 45 min
19898,574757,340699,mobile,ended,129.0,570928.0,0.0,time delta btw 0 and 45 min,late btw 2 and 3 hours
19930,554395,393373,mobile,ended,-1441.0,546634.0,0.0,time delta btw 0 and 45 min,early more than 45 min
19957,555916,178845,mobile,ended,9.0,550592.0,300.0,time delta > 45 min,late <= 45 min
19962,556029,299063,connect,ended,-14.0,548540.0,120.0,time delta > 45 min,early less than 45 min
19975,556533,241021,connect,ended,102.0,557598.0,150.0,time delta > 45 min,late btw 45 min and 2 hour
20042,563473,348294,connect,ended,64.0,561643.0,0.0,time delta btw 0 and 45 min,late btw 45 min and 2 hour
20043,563711,310661,mobile,ended,245.0,549715.0,90.0,time delta > 45 min,late btw 4 and 6 hours
20046,563925,241021,connect,ended,-31.0,563827.0,30.0,time delta btw 0 and 45 min,early less than 45 min
20048,564111,369648,connect,ended,50.0,561113.0,420.0,time delta > 45 min,late btw 45 min and 2 hour
20083,566456,381857,connect,ended,-15.0,565199.0,90.0,time delta > 45 min,early less than 45 min
