rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_previous_rental_groups,late_groups
3529,547937,218964,mobile,ended,10.0,,,time delta > 2 hours,late <= 1 hour
3530,547955,241516,mobile,ended,30.0,,,time delta > 2 hours,late <= 1 hour
3531,513549,374817,mobile,ended,9.0,,,time delta > 2 hours,late <= 1 hour
3532,516328,295998,mobile,ended,183.0,,,time delta > 2 hours,late btw 3 and 4 hours
3533,518059,377781,mobile,ended,161.0,,,time delta > 2 hours,late btw 2 and 3 hours
3534,519122,383497,mobile,ended,163.0,,,time delta > 2 hours,late btw 2 and 3 hours
3535,520407,405419,mobile,ended,67.0,,,time delta > 2 hours,late btw 1 and 2 hours
3536,520747,307768,mobile,ended,77.0,,,time delta > 2 hours,late btw 1 and 2 hours
3537,520890,395630,mobile,ended,47.0,,,time delta > 2 hours,late <= 1 hour
3538,522294,380541,mobile,ended,15.0,,,time delta > 2 hours,late <= 1 hour
3539,524512,329239,mobile,ended,72.0,,,time delta > 2 hours,late btw 1 and 2 hours
3540,525372,199502,mobile,ended,24.0,,,time delta > 2 hours,late <= 1 hour
3541,526386,300218,mobile,ended,101.0,,,time delta > 2 hours,late btw 1 and 2 hours
3542,526726,397315,mobile,ended,99.0,,,time delta > 2 hours,late btw 1 and 2 hours
3543,527035,398697,mobile,ended,23.0,,,time delta > 2 hours,late <= 1 hour
3544,527111,352528,connect,ended,100.0,,,time delta > 2 hours,late btw 1 and 2 hours
3545,527437,403526,mobile,ended,57.0,,,time delta > 2 hours,late <= 1 hour
3546,527891,388813,mobile,ended,1448.0,,,time delta > 2 hours,late btw 1 and 2 days
3547,529225,364411,mobile,ended,88.0,547571.0,180.0,time delta > 2 hours,late btw 1 and 2 hours
3548,530990,362876,mobile,ended,64.0,,,time delta > 2 hours,late btw 1 and 2 hours
3549,531664,276222,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
3550,532564,291856,connect,ended,227.0,,,time delta > 2 hours,late btw 3 and 4 hours
3551,532696,405353,mobile,ended,132.0,,,time delta > 2 hours,late btw 2 and 3 hours
3552,533658,403787,mobile,ended,45.0,,,time delta > 2 hours,late <= 1 hour
3553,533716,396571,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
3554,534040,406319,mobile,ended,29.0,,,time delta > 2 hours,late <= 1 hour
3555,535637,392368,connect,ended,21.0,,,time delta > 2 hours,late <= 1 hour
3556,535840,334185,mobile,ended,19.0,,,time delta > 2 hours,late <= 1 hour
3557,535868,231676,mobile,ended,16.0,,,time delta > 2 hours,late <= 1 hour
3558,536059,333303,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
3559,536136,407770,mobile,ended,14.0,,,time delta > 2 hours,late <= 1 hour
3560,536178,382444,mobile,ended,43.0,,,time delta > 2 hours,late <= 1 hour
3561,536265,341997,mobile,ended,13.0,,,time delta > 2 hours,late <= 1 hour
3562,536327,347380,mobile,ended,31.0,,,time delta > 2 hours,late <= 1 hour
3563,536434,194695,mobile,ended,9.0,,,time delta > 2 hours,late <= 1 hour
3564,536485,384732,mobile,ended,56.0,,,time delta > 2 hours,late <= 1 hour
3565,536736,405420,mobile,ended,195.0,,,time delta > 2 hours,late btw 3 and 4 hours
3566,536743,383625,connect,ended,116.0,,,time delta > 2 hours,late btw 1 and 2 hours
3567,536864,403762,mobile,ended,13.0,,,time delta > 2 hours,late <= 1 hour
3568,537078,321170,mobile,ended,22.0,,,time delta > 2 hours,late <= 1 hour
3569,537169,408921,mobile,ended,17.0,,,time delta > 2 hours,late <= 1 hour
3570,537514,374684,mobile,ended,20.0,,,time delta > 2 hours,late <= 1 hour
3571,537912,334871,mobile,ended,335.0,,,time delta > 2 hours,late btw 4 and 6 hours
3572,537956,375095,mobile,ended,851.0,,,time delta > 2 hours,late btw 6h and 1 day
3573,538141,270665,mobile,ended,10.0,,,time delta > 2 hours,late <= 1 hour
3574,538147,167023,mobile,ended,115.0,,,time delta > 2 hours,late btw 1 and 2 hours
3575,538177,377509,mobile,ended,50.0,,,time delta > 2 hours,late <= 1 hour
3576,538337,274070,mobile,ended,73.0,,,time delta > 2 hours,late btw 1 and 2 hours
3577,538615,403884,mobile,ended,27.0,540902.0,0.0,time delta btw 0 and 2 hours,late <= 1 hour
3578,538632,334506,mobile,ended,68.0,,,time delta > 2 hours,late btw 1 and 2 hours
3579,538675,407410,mobile,ended,47.0,,,time delta > 2 hours,late <= 1 hour
3580,538682,391477,mobile,ended,93.0,,,time delta > 2 hours,late btw 1 and 2 hours
3581,538691,380731,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
3582,543779,188941,mobile,ended,15.0,,,time delta > 2 hours,late <= 1 hour
3583,543817,338294,mobile,ended,67.0,,,time delta > 2 hours,late btw 1 and 2 hours
3584,543882,385423,mobile,ended,14.0,,,time delta > 2 hours,late <= 1 hour
3585,544271,335605,mobile,ended,40.0,534944.0,60.0,time delta btw 0 and 2 hours,late <= 1 hour
3586,544335,173376,mobile,ended,22.0,,,time delta > 2 hours,late <= 1 hour
3587,544636,332582,connect,ended,30.0,,,time delta > 2 hours,late <= 1 hour
3588,544692,405622,mobile,ended,39.0,522854.0,120.0,time delta btw 0 and 2 hours,late <= 1 hour
3589,544755,243763,mobile,ended,355.0,,,time delta > 2 hours,late btw 4 and 6 hours
3590,544771,409750,mobile,ended,40.0,,,time delta > 2 hours,late <= 1 hour
3591,544775,400177,mobile,ended,70.0,,,time delta > 2 hours,late btw 1 and 2 hours
3592,544784,292752,mobile,ended,651.0,,,time delta > 2 hours,late btw 6h and 1 day
3593,545025,296967,connect,ended,415.0,,,time delta > 2 hours,late btw 6h and 1 day
3594,545045,377312,mobile,ended,22.0,563963.0,630.0,time delta > 2 hours,late <= 1 hour
3595,545051,407371,mobile,ended,800.0,,,time delta > 2 hours,late btw 6h and 1 day
3596,545108,275364,connect,ended,3.0,,,time delta > 2 hours,late <= 1 hour
3597,545271,326040,mobile,ended,19.0,,,time delta > 2 hours,late <= 1 hour
3598,545528,364176,mobile,ended,797.0,,,time delta > 2 hours,late btw 6h and 1 day
3599,546031,318867,mobile,ended,18.0,530797.0,270.0,time delta > 2 hours,late <= 1 hour
3600,546081,348690,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
3601,546165,384396,connect,ended,330.0,,,time delta > 2 hours,late btw 4 and 6 hours
3602,546227,410832,mobile,ended,426.0,,,time delta > 2 hours,late btw 6h and 1 day
3603,546343,381425,mobile,ended,33.0,,,time delta > 2 hours,late <= 1 hour
3604,546366,277285,mobile,ended,21.0,,,time delta > 2 hours,late <= 1 hour
3605,546466,362507,connect,ended,358.0,,,time delta > 2 hours,late btw 4 and 6 hours
3606,546949,220732,mobile,ended,1462.0,,,time delta > 2 hours,late btw 1 and 2 days
3607,546952,380497,mobile,ended,22.0,,,time delta > 2 hours,late <= 1 hour
3608,547204,321752,connect,ended,7.0,,,time delta > 2 hours,late <= 1 hour
3609,547435,408750,mobile,ended,4271.0,,,time delta > 2 hours,late btw 2 and 3 days
3610,547603,309450,mobile,ended,40.0,,,time delta > 2 hours,late <= 1 hour
3611,547610,394467,mobile,ended,62.0,,,time delta > 2 hours,late btw 1 and 2 hours
3612,547667,400027,mobile,ended,59.0,,,time delta > 2 hours,late <= 1 hour
3613,547729,382391,mobile,ended,235.0,,,time delta > 2 hours,late btw 3 and 4 hours
3614,547855,411578,mobile,ended,61.0,,,time delta > 2 hours,late btw 1 and 2 hours
3615,547914,291235,mobile,ended,202.0,,,time delta > 2 hours,late btw 3 and 4 hours
3616,548013,401413,mobile,ended,109.0,,,time delta > 2 hours,late btw 1 and 2 hours
3617,548051,357468,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
3618,548135,209404,mobile,ended,697.0,,,time delta > 2 hours,late btw 6h and 1 day
3619,548299,377992,mobile,ended,33.0,,,time delta > 2 hours,late <= 1 hour
3620,548588,275364,connect,ended,40.0,,,time delta > 2 hours,late <= 1 hour
3621,548728,353087,mobile,ended,64.0,,,time delta > 2 hours,late btw 1 and 2 hours
3622,548759,374347,mobile,ended,13.0,,,time delta > 2 hours,late <= 1 hour
3623,548763,334924,mobile,ended,66.0,534311.0,180.0,time delta > 2 hours,late btw 1 and 2 hours
3624,548903,360981,mobile,ended,221.0,549631.0,30.0,time delta btw 0 and 2 hours,late btw 3 and 4 hours
3625,548977,292580,mobile,ended,120.0,,,time delta > 2 hours,late btw 1 and 2 hours
3626,549000,410393,mobile,ended,61.0,,,time delta > 2 hours,late btw 1 and 2 hours
3627,549119,404195,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
3628,549254,385178,connect,ended,141.0,,,time delta > 2 hours,late btw 2 and 3 hours
3629,549282,378786,mobile,ended,248.0,,,time delta > 2 hours,late btw 4 and 6 hours
3630,549348,389498,mobile,ended,127.0,,,time delta > 2 hours,late btw 2 and 3 hours
3631,549506,407181,mobile,ended,35.0,,,time delta > 2 hours,late <= 1 hour
3632,549855,405622,mobile,ended,24.0,,,time delta > 2 hours,late <= 1 hour
3633,550033,285452,connect,ended,31.0,545931.0,0.0,time delta btw 0 and 2 hours,late <= 1 hour
3634,550301,354331,mobile,ended,61.0,,,time delta > 2 hours,late btw 1 and 2 hours
3635,550503,248627,mobile,ended,25.0,,,time delta > 2 hours,late <= 1 hour
3636,550546,273577,mobile,ended,124.0,,,time delta > 2 hours,late btw 2 and 3 hours
3637,550680,223476,mobile,ended,102.0,,,time delta > 2 hours,late btw 1 and 2 hours
3638,550763,371509,mobile,ended,802.0,,,time delta > 2 hours,late btw 6h and 1 day
3639,550815,339442,mobile,ended,28.0,,,time delta > 2 hours,late <= 1 hour
3640,550871,213704,mobile,ended,7.0,,,time delta > 2 hours,late <= 1 hour
3641,551121,352393,connect,ended,39.0,548333.0,480.0,time delta > 2 hours,late <= 1 hour
3642,544780,346952,mobile,ended,70.0,,,time delta > 2 hours,late btw 1 and 2 hours
3643,544889,343369,mobile,ended,403.0,,,time delta > 2 hours,late btw 6h and 1 day
3644,545492,364907,connect,ended,97.0,,,time delta > 2 hours,late btw 1 and 2 hours
3645,545829,395922,mobile,ended,271.0,,,time delta > 2 hours,late btw 4 and 6 hours
3646,545838,385721,connect,ended,202.0,,,time delta > 2 hours,late btw 3 and 4 hours
3647,546026,401649,connect,ended,2.0,,,time delta > 2 hours,late <= 1 hour
3648,546476,245884,mobile,ended,243.0,,,time delta > 2 hours,late btw 4 and 6 hours
3649,546485,382758,mobile,ended,429.0,,,time delta > 2 hours,late btw 6h and 1 day
3650,546555,376642,mobile,ended,397.0,,,time delta > 2 hours,late btw 6h and 1 day
3651,546727,401262,mobile,ended,39.0,544217.0,90.0,time delta btw 0 and 2 hours,late <= 1 hour
3652,546798,354138,mobile,ended,13.0,,,time delta > 2 hours,late <= 1 hour
3653,547095,339540,mobile,ended,119.0,535528.0,60.0,time delta btw 0 and 2 hours,late btw 1 and 2 hours
3654,547317,405624,connect,ended,20.0,,,time delta > 2 hours,late <= 1 hour
3655,547418,399863,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
3656,547493,346697,mobile,ended,78.0,557319.0,690.0,time delta > 2 hours,late btw 1 and 2 hours
3657,547656,301367,mobile,ended,14.0,,,time delta > 2 hours,late <= 1 hour
3658,547693,378510,mobile,ended,76.0,,,time delta > 2 hours,late btw 1 and 2 hours
3659,548134,387318,mobile,ended,104.0,,,time delta > 2 hours,late btw 1 and 2 hours
3660,548156,411901,mobile,ended,159.0,,,time delta > 2 hours,late btw 2 and 3 hours
3661,548182,398243,mobile,ended,51.0,,,time delta > 2 hours,late <= 1 hour
3662,548210,384837,mobile,ended,156.0,,,time delta > 2 hours,late btw 2 and 3 hours
3663,548228,264348,mobile,ended,46.0,,,time delta > 2 hours,late <= 1 hour
3664,548477,375389,mobile,ended,36.0,,,time delta > 2 hours,late <= 1 hour
3665,548535,324513,mobile,ended,18.0,,,time delta > 2 hours,late <= 1 hour
3666,548558,219550,mobile,ended,24.0,,,time delta > 2 hours,late <= 1 hour
3667,548698,381708,connect,ended,13.0,,,time delta > 2 hours,late <= 1 hour
3668,548922,188698,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
3669,549049,373237,mobile,ended,87.0,,,time delta > 2 hours,late btw 1 and 2 hours
3670,549232,192628,mobile,ended,34.0,,,time delta > 2 hours,late <= 1 hour
3671,549361,375233,mobile,ended,70.0,,,time delta > 2 hours,late btw 1 and 2 hours
3672,549367,400980,mobile,ended,129.0,,,time delta > 2 hours,late btw 2 and 3 hours
3673,548654,364520,mobile,ended,21.0,,,time delta > 2 hours,late <= 1 hour
3674,549110,378072,connect,ended,29.0,,,time delta > 2 hours,late <= 1 hour
3675,549227,304646,mobile,ended,62.0,,,time delta > 2 hours,late btw 1 and 2 hours
3676,549364,360901,mobile,ended,17.0,,,time delta > 2 hours,late <= 1 hour
3677,549553,381575,mobile,ended,27.0,,,time delta > 2 hours,late <= 1 hour
3678,549559,340394,mobile,ended,63.0,,,time delta > 2 hours,late btw 1 and 2 hours
3679,549832,324680,mobile,ended,196.0,,,time delta > 2 hours,late btw 3 and 4 hours
3680,550026,350231,mobile,ended,147.0,,,time delta > 2 hours,late btw 2 and 3 hours
3681,550047,402010,mobile,ended,119.0,,,time delta > 2 hours,late btw 1 and 2 hours
3682,550165,349773,mobile,ended,27.0,,,time delta > 2 hours,late <= 1 hour
3683,550247,408117,mobile,ended,1.0,,,time delta > 2 hours,late <= 1 hour
3684,550383,339015,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
3685,550528,409993,connect,ended,71.0,,,time delta > 2 hours,late btw 1 and 2 hours
3686,550555,372858,mobile,ended,65.0,,,time delta > 2 hours,late btw 1 and 2 hours
3687,551049,345911,mobile,ended,161.0,,,time delta > 2 hours,late btw 2 and 3 hours
3688,551224,361482,mobile,ended,387.0,,,time delta > 2 hours,late btw 6h and 1 day
3689,551526,317770,connect,ended,75.0,,,time delta > 2 hours,late btw 1 and 2 hours
3690,552229,334166,mobile,ended,85.0,,,time delta > 2 hours,late btw 1 and 2 hours
3691,552637,410068,mobile,ended,86.0,,,time delta > 2 hours,late btw 1 and 2 hours
3692,552777,373484,mobile,ended,238.0,,,time delta > 2 hours,late btw 3 and 4 hours
3693,505522,368036,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
3694,508482,402622,mobile,ended,11.0,,,time delta > 2 hours,late <= 1 hour
3695,509172,305171,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
3696,513358,354821,mobile,ended,30.0,,,time delta > 2 hours,late <= 1 hour
3697,514488,179304,mobile,ended,124.0,557954.0,0.0,time delta btw 0 and 2 hours,late btw 2 and 3 hours
3698,515283,239575,mobile,ended,313.0,,,time delta > 2 hours,late btw 4 and 6 hours
3699,516321,365350,mobile,ended,1440.0,,,time delta > 2 hours,late btw 6h and 1 day
3700,516697,363280,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
3701,519652,394911,mobile,ended,49.0,,,time delta > 2 hours,late <= 1 hour
3702,519722,390073,connect,ended,20.0,,,time delta > 2 hours,late <= 1 hour
3703,520471,356762,mobile,ended,11.0,,,time delta > 2 hours,late <= 1 hour
3704,523675,333553,connect,ended,7.0,,,time delta > 2 hours,late <= 1 hour
3705,526537,380478,mobile,ended,747.0,,,time delta > 2 hours,late btw 6h and 1 day
3706,528706,364199,mobile,ended,105.0,,,time delta > 2 hours,late btw 1 and 2 hours
3707,528964,298455,mobile,ended,52.0,,,time delta > 2 hours,late <= 1 hour
3708,530552,388408,mobile,ended,69.0,,,time delta > 2 hours,late btw 1 and 2 hours
3709,531118,280562,mobile,ended,16.0,,,time delta > 2 hours,late <= 1 hour
3710,532070,323777,mobile,ended,27.0,,,time delta > 2 hours,late <= 1 hour
3711,533480,372878,mobile,ended,209.0,,,time delta > 2 hours,late btw 3 and 4 hours
3712,533742,213366,mobile,ended,105.0,,,time delta > 2 hours,late btw 1 and 2 hours
3713,534045,241032,mobile,ended,37.0,,,time delta > 2 hours,late <= 1 hour
3714,534306,360880,mobile,ended,46.0,,,time delta > 2 hours,late <= 1 hour
3715,548225,359800,mobile,ended,184.0,,,time delta > 2 hours,late btw 3 and 4 hours
3716,548318,362339,connect,ended,44.0,,,time delta > 2 hours,late <= 1 hour
3717,548683,411018,mobile,ended,30.0,,,time delta > 2 hours,late <= 1 hour
3718,548691,379181,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
3719,548873,407334,mobile,ended,67.0,,,time delta > 2 hours,late btw 1 and 2 hours
3720,549167,402852,mobile,ended,40.0,,,time delta > 2 hours,late <= 1 hour
3721,549356,410212,mobile,ended,122.0,,,time delta > 2 hours,late btw 2 and 3 hours
3722,549741,243474,mobile,ended,172.0,,,time delta > 2 hours,late btw 2 and 3 hours
3723,549758,401595,mobile,ended,270.0,,,time delta > 2 hours,late btw 4 and 6 hours
3724,550198,402420,mobile,ended,35.0,,,time delta > 2 hours,late <= 1 hour
3725,550221,366992,mobile,ended,73.0,,,time delta > 2 hours,late btw 1 and 2 hours
3726,550243,362191,mobile,ended,114.0,,,time delta > 2 hours,late btw 1 and 2 hours
3727,550253,407489,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
3728,550342,360929,mobile,ended,123.0,,,time delta > 2 hours,late btw 2 and 3 hours
3729,550724,378542,mobile,ended,14.0,,,time delta > 2 hours,late <= 1 hour
3730,550727,396531,mobile,ended,18.0,,,time delta > 2 hours,late <= 1 hour
3731,541118,388764,mobile,ended,18.0,,,time delta > 2 hours,late <= 1 hour
3732,541478,410293,mobile,ended,285.0,,,time delta > 2 hours,late btw 4 and 6 hours
3733,541883,366113,mobile,ended,76.0,,,time delta > 2 hours,late btw 1 and 2 hours
3734,542660,249274,mobile,ended,38.0,,,time delta > 2 hours,late <= 1 hour
3735,542682,396183,mobile,ended,97.0,,,time delta > 2 hours,late btw 1 and 2 hours
3736,542760,384479,mobile,ended,7.0,,,time delta > 2 hours,late <= 1 hour
3737,542762,372661,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
3738,542890,246926,mobile,ended,8.0,,,time delta > 2 hours,late <= 1 hour
3739,543000,357005,mobile,ended,12.0,,,time delta > 2 hours,late <= 1 hour
3740,543046,179977,mobile,ended,100.0,,,time delta > 2 hours,late btw 1 and 2 hours
3741,543058,387810,connect,ended,265.0,,,time delta > 2 hours,late btw 4 and 6 hours
3742,543166,379706,mobile,ended,47.0,,,time delta > 2 hours,late <= 1 hour
3743,543297,341119,connect,ended,66.0,,,time delta > 2 hours,late btw 1 and 2 hours
3744,543412,407749,mobile,ended,148.0,,,time delta > 2 hours,late btw 2 and 3 hours
3745,543419,376601,mobile,ended,79.0,,,time delta > 2 hours,late btw 1 and 2 hours
3746,543548,287833,mobile,ended,153.0,,,time delta > 2 hours,late btw 2 and 3 hours
3747,543784,307717,mobile,ended,559.0,,,time delta > 2 hours,late btw 6h and 1 day
3748,544067,216701,mobile,ended,164.0,,,time delta > 2 hours,late btw 2 and 3 hours
3749,544194,384532,mobile,ended,87.0,,,time delta > 2 hours,late btw 1 and 2 hours
3750,544530,293910,mobile,ended,33.0,,,time delta > 2 hours,late <= 1 hour
3751,544543,298611,mobile,ended,24.0,,,time delta > 2 hours,late <= 1 hour
3752,544668,264913,mobile,ended,113.0,,,time delta > 2 hours,late btw 1 and 2 hours
3753,544945,340442,mobile,ended,48.0,538975.0,120.0,time delta btw 0 and 2 hours,late <= 1 hour
3754,535660,399066,mobile,ended,1.0,,,time delta > 2 hours,late <= 1 hour
3755,535907,408983,mobile,ended,960.0,,,time delta > 2 hours,late btw 6h and 1 day
3756,536387,310661,mobile,ended,5.0,539166.0,720.0,time delta > 2 hours,late <= 1 hour
3757,536619,274598,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
3758,536635,408952,mobile,ended,16.0,,,time delta > 2 hours,late <= 1 hour
3759,536779,374965,mobile,ended,87.0,,,time delta > 2 hours,late btw 1 and 2 hours
3760,536956,318463,mobile,ended,25.0,,,time delta > 2 hours,late <= 1 hour
3761,536959,370420,mobile,ended,7.0,,,time delta > 2 hours,late <= 1 hour
3762,537181,397336,mobile,ended,453.0,,,time delta > 2 hours,late btw 6h and 1 day
3763,537461,402528,connect,ended,230.0,,,time delta > 2 hours,late btw 3 and 4 hours
3764,537466,350433,mobile,ended,96.0,,,time delta > 2 hours,late btw 1 and 2 hours
3765,537800,382586,mobile,ended,69.0,,,time delta > 2 hours,late btw 1 and 2 hours
3766,538021,304228,mobile,ended,23.0,,,time delta > 2 hours,late <= 1 hour
3767,538167,401870,connect,ended,8.0,,,time delta > 2 hours,late <= 1 hour
3768,538209,338495,mobile,ended,1508.0,,,time delta > 2 hours,late btw 1 and 2 days
3769,538424,375218,mobile,ended,150.0,,,time delta > 2 hours,late btw 2 and 3 hours
3770,538612,389167,mobile,ended,50.0,,,time delta > 2 hours,late <= 1 hour
3771,538689,221830,mobile,ended,768.0,,,time delta > 2 hours,late btw 6h and 1 day
3772,538721,288611,mobile,ended,17.0,534242.0,60.0,time delta btw 0 and 2 hours,late <= 1 hour
3773,538808,358881,mobile,ended,104.0,,,time delta > 2 hours,late btw 1 and 2 hours
3774,538819,397636,mobile,ended,30.0,,,time delta > 2 hours,late <= 1 hour
3775,538894,368436,mobile,ended,23.0,,,time delta > 2 hours,late <= 1 hour
3776,538896,387606,mobile,ended,357.0,,,time delta > 2 hours,late btw 4 and 6 hours
3777,538952,404020,mobile,ended,131.0,,,time delta > 2 hours,late btw 2 and 3 hours
3778,539002,381098,mobile,ended,359.0,,,time delta > 2 hours,late btw 4 and 6 hours
3779,551559,384383,mobile,ended,10.0,,,time delta > 2 hours,late <= 1 hour
3780,551583,381470,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
3781,551597,411734,mobile,ended,12.0,,,time delta > 2 hours,late <= 1 hour
3782,551734,176220,connect,ended,37.0,,,time delta > 2 hours,late <= 1 hour
3783,551743,410779,mobile,ended,14.0,,,time delta > 2 hours,late <= 1 hour
3784,551982,406831,mobile,ended,230.0,,,time delta > 2 hours,late btw 3 and 4 hours
3785,552186,358816,mobile,ended,5.0,,,time delta > 2 hours,late <= 1 hour
3786,552547,403863,mobile,ended,76.0,,,time delta > 2 hours,late btw 1 and 2 hours
3787,552681,378961,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
3788,552781,264348,mobile,ended,34.0,,,time delta > 2 hours,late <= 1 hour
3789,552883,329897,mobile,ended,106.0,,,time delta > 2 hours,late btw 1 and 2 hours
3790,552900,297132,mobile,ended,70.0,,,time delta > 2 hours,late btw 1 and 2 hours
3791,552904,349894,connect,ended,50.0,,,time delta > 2 hours,late <= 1 hour
3792,507521,321752,connect,ended,54.0,547204.0,420.0,time delta > 2 hours,late <= 1 hour
3793,508581,292467,mobile,ended,66.0,,,time delta > 2 hours,late btw 1 and 2 hours
3794,508673,318423,mobile,ended,91.0,,,time delta > 2 hours,late btw 1 and 2 hours
3795,509843,296915,mobile,ended,10.0,,,time delta > 2 hours,late <= 1 hour
3796,510339,356260,mobile,ended,16.0,,,time delta > 2 hours,late <= 1 hour
3797,511360,258871,mobile,ended,27.0,,,time delta > 2 hours,late <= 1 hour
3798,513700,299234,mobile,ended,30.0,,,time delta > 2 hours,late <= 1 hour
3799,514279,304775,connect,ended,50.0,,,time delta > 2 hours,late <= 1 hour
3800,518146,364236,mobile,ended,119.0,,,time delta > 2 hours,late btw 1 and 2 hours
3801,519093,313832,mobile,ended,287.0,,,time delta > 2 hours,late btw 4 and 6 hours
3802,519282,385874,mobile,ended,176.0,,,time delta > 2 hours,late btw 2 and 3 hours
3803,522694,369527,connect,ended,16.0,,,time delta > 2 hours,late <= 1 hour
3804,522854,405622,mobile,ended,58.0,,,time delta > 2 hours,late <= 1 hour
3805,525559,368536,mobile,ended,111.0,,,time delta > 2 hours,late btw 1 and 2 hours
3806,526426,370907,mobile,ended,42.0,547543.0,0.0,time delta btw 0 and 2 hours,late <= 1 hour
3807,526978,330619,mobile,ended,201.0,,,time delta > 2 hours,late btw 3 and 4 hours
3808,527004,399172,connect,ended,29.0,,,time delta > 2 hours,late <= 1 hour
3809,527333,359864,mobile,ended,15.0,,,time delta > 2 hours,late <= 1 hour
3810,527701,369167,mobile,ended,30.0,,,time delta > 2 hours,late <= 1 hour
3811,528282,297362,mobile,ended,22.0,,,time delta > 2 hours,late <= 1 hour
3812,528516,229646,mobile,ended,13.0,,,time delta > 2 hours,late <= 1 hour
3813,529665,378072,connect,ended,38.0,,,time delta > 2 hours,late <= 1 hour
3814,531030,319807,mobile,ended,87.0,,,time delta > 2 hours,late btw 1 and 2 hours
3815,531216,403705,mobile,ended,84.0,,,time delta > 2 hours,late btw 1 and 2 hours
3816,531579,322454,mobile,ended,95.0,,,time delta > 2 hours,late btw 1 and 2 hours
3817,531823,318294,mobile,ended,18.0,,,time delta > 2 hours,late <= 1 hour
3818,534852,318692,mobile,ended,59.0,,,time delta > 2 hours,late <= 1 hour
3819,535283,405624,mobile,ended,1565.0,,,time delta > 2 hours,late btw 1 and 2 days
3820,535381,364662,mobile,ended,4395.0,,,time delta > 2 hours,late btw 3 and 4 days
3821,535512,397814,mobile,ended,44.0,,,time delta > 2 hours,late <= 1 hour
3822,535596,390499,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
3823,535728,360606,mobile,ended,1046.0,,,time delta > 2 hours,late btw 6h and 1 day
3824,535863,214091,mobile,ended,9.0,,,time delta > 2 hours,late <= 1 hour
3825,535888,336314,mobile,ended,7.0,,,time delta > 2 hours,late <= 1 hour
3826,536364,273324,mobile,ended,310.0,,,time delta > 2 hours,late btw 4 and 6 hours
3827,507072,301375,mobile,ended,153.0,,,time delta > 2 hours,late btw 2 and 3 hours
3828,509280,208203,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
3829,512015,308565,mobile,ended,9.0,,,time delta > 2 hours,late <= 1 hour
3830,518353,354493,mobile,ended,17.0,,,time delta > 2 hours,late <= 1 hour
3831,518985,380833,mobile,ended,19.0,535338.0,240.0,time delta > 2 hours,late <= 1 hour
3832,520220,372483,mobile,ended,20.0,,,time delta > 2 hours,late <= 1 hour
3833,521272,304515,mobile,ended,156.0,,,time delta > 2 hours,late btw 2 and 3 hours
3834,521708,367632,connect,ended,67.0,,,time delta > 2 hours,late btw 1 and 2 hours
3835,523228,356762,mobile,ended,49.0,,,time delta > 2 hours,late <= 1 hour
3836,523622,395243,mobile,ended,547.0,,,time delta > 2 hours,late btw 6h and 1 day
3837,524973,380813,mobile,ended,55.0,,,time delta > 2 hours,late <= 1 hour
3838,525108,366983,connect,ended,113.0,,,time delta > 2 hours,late btw 1 and 2 hours
3839,525567,395080,mobile,ended,5.0,,,time delta > 2 hours,late <= 1 hour
3840,526160,309164,mobile,ended,5.0,,,time delta > 2 hours,late <= 1 hour
3841,526749,399625,mobile,ended,87.0,,,time delta > 2 hours,late btw 1 and 2 hours
3842,527933,282893,mobile,ended,416.0,,,time delta > 2 hours,late btw 6h and 1 day
3843,530902,378418,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
3844,533608,321546,mobile,ended,52.0,,,time delta > 2 hours,late <= 1 hour
3845,534868,250644,mobile,ended,25.0,,,time delta > 2 hours,late <= 1 hour
3846,535033,275062,connect,ended,85.0,,,time delta > 2 hours,late btw 1 and 2 hours
3847,535446,372716,mobile,ended,137.0,,,time delta > 2 hours,late btw 2 and 3 hours
3848,535479,408331,mobile,ended,46.0,,,time delta > 2 hours,late <= 1 hour
3849,535929,403207,mobile,ended,5.0,,,time delta > 2 hours,late <= 1 hour
