rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_previous_rental_groups,late_groups
2018,550218,394801,mobile,ended,30.0,,,time delta > 2 hours,late <= 1 hour
2019,550315,407074,mobile,ended,58.0,,,time delta > 2 hours,late <= 1 hour
2020,550418,204797,mobile,ended,11.0,,,time delta > 2 hours,late <= 1 hour
2021,550479,265239,connect,ended,51.0,520615.0,0.0,time delta btw 0 and 2 hours,late <= 1 hour
2022,550843,409894,mobile,ended,101.0,,,time delta > 2 hours,late btw 1 and 2 hours
2023,551131,407465,connect,ended,76.0,,,time delta > 2 hours,late btw 1 and 2 hours
2024,551199,216925,mobile,ended,119.0,,,time delta > 2 hours,late btw 1 and 2 hours
2025,551238,387881,mobile,ended,62.0,,,time delta > 2 hours,late btw 1 and 2 hours
2026,551268,395374,mobile,ended,48.0,,,time delta > 2 hours,late <= 1 hour
2027,551959,399692,mobile,ended,112.0,,,time delta > 2 hours,late btw 1 and 2 hours
2028,551991,310534,mobile,ended,38.0,,,time delta > 2 hours,late <= 1 hour
2029,552198,304646,mobile,ended,67.0,,,time delta > 2 hours,late btw 1 and 2 hours
2030,552365,404130,connect,ended,12.0,553206.0,480.0,time delta > 2 hours,late <= 1 hour
2031,552549,378045,mobile,ended,91.0,,,time delta > 2 hours,late btw 1 and 2 hours
2032,552565,389441,mobile,ended,7.0,,,time delta > 2 hours,late <= 1 hour
2033,552602,312572,mobile,ended,2949.0,,,time delta > 2 hours,late btw 2 and 3 days
2034,505594,347865,mobile,ended,46.0,,,time delta > 2 hours,late <= 1 hour
2035,507978,288425,mobile,ended,61.0,,,time delta > 2 hours,late btw 1 and 2 hours
2036,512562,321069,mobile,ended,104.0,,,time delta > 2 hours,late btw 1 and 2 hours
2037,513126,400468,mobile,ended,53.0,,,time delta > 2 hours,late <= 1 hour
2038,513468,341909,mobile,ended,49.0,,,time delta > 2 hours,late <= 1 hour
2039,517318,371828,mobile,ended,254.0,,,time delta > 2 hours,late btw 4 and 6 hours
2040,518673,245197,mobile,ended,26.0,,,time delta > 2 hours,late <= 1 hour
2041,519918,401719,mobile,ended,16.0,,,time delta > 2 hours,late <= 1 hour
2042,520341,370161,mobile,ended,15.0,,,time delta > 2 hours,late <= 1 hour
2043,521154,346734,mobile,ended,7.0,,,time delta > 2 hours,late <= 1 hour
2044,522205,359504,mobile,ended,64.0,,,time delta > 2 hours,late btw 1 and 2 hours
2045,522240,360289,mobile,ended,226.0,,,time delta > 2 hours,late btw 3 and 4 hours
2046,522640,394543,mobile,ended,21.0,546468.0,60.0,time delta btw 0 and 2 hours,late <= 1 hour
2047,524059,369648,connect,ended,99.0,,,time delta > 2 hours,late btw 1 and 2 hours
2048,525624,285829,connect,ended,32.0,,,time delta > 2 hours,late <= 1 hour
2049,526438,393628,mobile,ended,59.0,,,time delta > 2 hours,late <= 1 hour
2050,527141,173061,connect,ended,101.0,,,time delta > 2 hours,late btw 1 and 2 hours
2051,528564,397788,mobile,ended,134.0,,,time delta > 2 hours,late btw 2 and 3 hours
2052,528644,349142,mobile,ended,5.0,,,time delta > 2 hours,late <= 1 hour
2053,530788,384837,mobile,ended,38.0,,,time delta > 2 hours,late <= 1 hour
2054,531799,338935,mobile,ended,813.0,,,time delta > 2 hours,late btw 6h and 1 day
2055,533468,269237,mobile,ended,992.0,,,time delta > 2 hours,late btw 6h and 1 day
2056,533470,208207,mobile,ended,21.0,,,time delta > 2 hours,late <= 1 hour
2057,533596,352799,mobile,ended,46.0,538423.0,720.0,time delta > 2 hours,late <= 1 hour
2058,533872,376442,mobile,ended,9.0,,,time delta > 2 hours,late <= 1 hour
2059,534141,397728,mobile,ended,12.0,,,time delta > 2 hours,late <= 1 hour
2060,534498,401095,mobile,ended,178.0,,,time delta > 2 hours,late btw 2 and 3 hours
2061,535057,404386,mobile,ended,225.0,,,time delta > 2 hours,late btw 3 and 4 hours
2062,535077,340304,mobile,ended,72.0,,,time delta > 2 hours,late btw 1 and 2 hours
2063,535097,227982,mobile,ended,29.0,,,time delta > 2 hours,late <= 1 hour
2064,535125,369437,mobile,ended,81.0,,,time delta > 2 hours,late btw 1 and 2 hours
2065,552477,385082,mobile,ended,7.0,,,time delta > 2 hours,late <= 1 hour
2066,552555,184917,mobile,ended,56.0,,,time delta > 2 hours,late <= 1 hour
2067,552599,393930,mobile,ended,52.0,,,time delta > 2 hours,late <= 1 hour
2068,552798,412682,mobile,ended,135.0,,,time delta > 2 hours,late btw 2 and 3 hours
2069,552872,374007,mobile,ended,106.0,,,time delta > 2 hours,late btw 1 and 2 hours
2070,553016,325328,connect,ended,43.0,,,time delta > 2 hours,late <= 1 hour
2071,553245,401387,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
2072,553429,393083,mobile,ended,72.0,,,time delta > 2 hours,late btw 1 and 2 hours
2073,553571,391926,connect,ended,21.0,,,time delta > 2 hours,late <= 1 hour
2074,553604,345004,mobile,ended,250.0,,,time delta > 2 hours,late btw 4 and 6 hours
2075,553622,408867,mobile,ended,116.0,,,time delta > 2 hours,late btw 1 and 2 hours
2076,553800,409985,mobile,ended,97.0,,,time delta > 2 hours,late btw 1 and 2 hours
2077,553836,340616,connect,ended,54.0,553933.0,30.0,time delta btw 0 and 2 hours,late <= 1 hour
2078,554017,391519,connect,ended,67.0,,,time delta > 2 hours,late btw 1 and 2 hours
2079,554383,159533,connect,ended,41.0,512682.0,330.0,time delta > 2 hours,late <= 1 hour
2080,554407,310049,mobile,ended,76.0,551523.0,120.0,time delta btw 0 and 2 hours,late btw 1 and 2 hours
2081,555040,354494,mobile,ended,37.0,,,time delta > 2 hours,late <= 1 hour
2082,555611,245767,mobile,ended,21.0,,,time delta > 2 hours,late <= 1 hour
2083,555767,366985,mobile,ended,286.0,,,time delta > 2 hours,late btw 4 and 6 hours
2084,555902,363386,mobile,ended,131.0,,,time delta > 2 hours,late btw 2 and 3 hours
2085,549418,370555,mobile,ended,19.0,,,time delta > 2 hours,late <= 1 hour
2086,549451,410795,mobile,ended,12.0,,,time delta > 2 hours,late <= 1 hour
2087,549722,228776,mobile,ended,49.0,,,time delta > 2 hours,late <= 1 hour
2088,549881,404654,mobile,ended,1.0,,,time delta > 2 hours,late <= 1 hour
2089,549930,385243,mobile,ended,11.0,,,time delta > 2 hours,late <= 1 hour
2090,549952,408467,mobile,ended,17.0,,,time delta > 2 hours,late <= 1 hour
2091,549968,377004,mobile,ended,52.0,550088.0,30.0,time delta btw 0 and 2 hours,late <= 1 hour
2092,550023,375958,mobile,ended,128.0,,,time delta > 2 hours,late btw 2 and 3 hours
2093,550111,370771,mobile,ended,984.0,,,time delta > 2 hours,late btw 6h and 1 day
2094,550240,407865,mobile,ended,15.0,550984.0,120.0,time delta btw 0 and 2 hours,late <= 1 hour
2095,550452,406293,mobile,ended,11.0,,,time delta > 2 hours,late <= 1 hour
2096,550508,267547,mobile,ended,36.0,,,time delta > 2 hours,late <= 1 hour
2097,550956,392548,mobile,ended,146.0,,,time delta > 2 hours,late btw 2 and 3 hours
2098,550958,276488,mobile,ended,1747.0,,,time delta > 2 hours,late btw 1 and 2 days
2099,550977,284152,mobile,ended,466.0,,,time delta > 2 hours,late btw 6h and 1 day
2100,550994,303309,connect,ended,31.0,549854.0,720.0,time delta > 2 hours,late <= 1 hour
2101,551289,395950,mobile,ended,67.0,,,time delta > 2 hours,late btw 1 and 2 hours
2102,551319,381770,mobile,ended,119.0,,,time delta > 2 hours,late btw 1 and 2 hours
2103,551321,410089,mobile,ended,77.0,,,time delta > 2 hours,late btw 1 and 2 hours
2104,551565,356673,mobile,ended,176.0,548460.0,60.0,time delta btw 0 and 2 hours,late btw 2 and 3 hours
2105,551582,399837,mobile,ended,59.0,,,time delta > 2 hours,late <= 1 hour
2106,551593,335276,connect,ended,194.0,,,time delta > 2 hours,late btw 3 and 4 hours
2107,551667,350149,mobile,ended,272.0,555318.0,150.0,time delta > 2 hours,late btw 4 and 6 hours
2108,551781,359365,mobile,ended,43.0,,,time delta > 2 hours,late <= 1 hour
2109,552116,363280,mobile,ended,4.0,519547.0,540.0,time delta > 2 hours,late <= 1 hour
2110,552392,349171,connect,ended,46.0,,,time delta > 2 hours,late <= 1 hour
2111,552572,291235,mobile,ended,428.0,,,time delta > 2 hours,late btw 6h and 1 day
2112,552587,339146,mobile,ended,152.0,,,time delta > 2 hours,late btw 2 and 3 hours
2113,552598,376840,connect,ended,10.0,549549.0,540.0,time delta > 2 hours,late <= 1 hour
2114,552749,326578,mobile,ended,18.0,,,time delta > 2 hours,late <= 1 hour
2115,552864,213366,mobile,ended,25.0,,,time delta > 2 hours,late <= 1 hour
2116,552957,339475,mobile,ended,45.0,,,time delta > 2 hours,late <= 1 hour
2117,553198,296227,mobile,ended,252.0,,,time delta > 2 hours,late btw 4 and 6 hours
2118,553817,371672,mobile,ended,352.0,,,time delta > 2 hours,late btw 4 and 6 hours
2119,554003,365529,mobile,ended,158.0,,,time delta > 2 hours,late btw 2 and 3 hours
2120,554051,409238,mobile,ended,128.0,,,time delta > 2 hours,late btw 2 and 3 hours
2121,554174,312622,mobile,ended,11.0,554035.0,60.0,time delta btw 0 and 2 hours,late <= 1 hour
2122,554235,394801,mobile,ended,7.0,559412.0,30.0,time delta btw 0 and 2 hours,late <= 1 hour
2123,554288,411865,mobile,ended,5.0,,,time delta > 2 hours,late <= 1 hour
2124,554986,385919,connect,ended,49.0,,,time delta > 2 hours,late <= 1 hour
2125,555048,380128,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
2126,555193,339475,mobile,ended,16.0,,,time delta > 2 hours,late <= 1 hour
2127,555289,392142,mobile,ended,63.0,,,time delta > 2 hours,late btw 1 and 2 hours
2128,555537,202057,mobile,ended,11.0,,,time delta > 2 hours,late <= 1 hour
2129,555636,209492,mobile,ended,21.0,,,time delta > 2 hours,late <= 1 hour
2130,555688,284574,mobile,ended,62.0,,,time delta > 2 hours,late btw 1 and 2 hours
2131,555746,350023,mobile,ended,49.0,,,time delta > 2 hours,late <= 1 hour
2132,556093,396346,mobile,ended,125.0,,,time delta > 2 hours,late btw 2 and 3 hours
2133,556245,410560,mobile,ended,12.0,,,time delta > 2 hours,late <= 1 hour
2134,548402,313666,mobile,ended,743.0,,,time delta > 2 hours,late btw 6h and 1 day
2135,548469,372549,mobile,ended,55.0,,,time delta > 2 hours,late <= 1 hour
2136,548563,346672,mobile,ended,91.0,,,time delta > 2 hours,late btw 1 and 2 hours
2137,548831,382029,mobile,ended,39.0,,,time delta > 2 hours,late <= 1 hour
2138,548836,164960,connect,ended,41.0,,,time delta > 2 hours,late <= 1 hour
2139,548940,369833,mobile,ended,241.0,,,time delta > 2 hours,late btw 4 and 6 hours
2140,549168,305489,mobile,ended,84.0,,,time delta > 2 hours,late btw 1 and 2 hours
2141,549565,390692,mobile,ended,78.0,530304.0,0.0,time delta btw 0 and 2 hours,late btw 1 and 2 hours
2142,549810,411731,mobile,ended,70.0,,,time delta > 2 hours,late btw 1 and 2 hours
2143,549982,275856,mobile,ended,754.0,,,time delta > 2 hours,late btw 6h and 1 day
2144,550045,159536,mobile,ended,48.0,,,time delta > 2 hours,late <= 1 hour
2145,550265,402405,mobile,ended,16.0,,,time delta > 2 hours,late <= 1 hour
2146,550331,402803,mobile,ended,13.0,,,time delta > 2 hours,late <= 1 hour
2147,550478,404192,mobile,ended,681.0,,,time delta > 2 hours,late btw 6h and 1 day
2148,550637,392169,mobile,ended,18.0,,,time delta > 2 hours,late <= 1 hour
2149,550959,404820,mobile,ended,36.0,,,time delta > 2 hours,late <= 1 hour
2150,550974,412590,mobile,ended,19.0,,,time delta > 2 hours,late <= 1 hour
2151,551007,399718,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
2152,551141,372115,mobile,ended,24.0,550285.0,660.0,time delta > 2 hours,late <= 1 hour
2153,551237,307068,mobile,ended,191.0,,,time delta > 2 hours,late btw 3 and 4 hours
2154,551354,380813,mobile,ended,14.0,,,time delta > 2 hours,late <= 1 hour
2155,551413,267735,mobile,ended,43.0,,,time delta > 2 hours,late <= 1 hour
2156,551637,410133,mobile,ended,498.0,,,time delta > 2 hours,late btw 6h and 1 day
2157,551817,383110,connect,ended,191.0,,,time delta > 2 hours,late btw 3 and 4 hours
2158,551855,314220,mobile,ended,70.0,,,time delta > 2 hours,late btw 1 and 2 hours
2159,551988,228703,connect,ended,63.0,,,time delta > 2 hours,late btw 1 and 2 hours
2160,551997,398886,mobile,ended,205.0,550567.0,60.0,time delta btw 0 and 2 hours,late btw 3 and 4 hours
2161,552217,305535,mobile,ended,35.0,,,time delta > 2 hours,late <= 1 hour
2162,552979,385148,mobile,ended,94.0,,,time delta > 2 hours,late btw 1 and 2 hours
2163,553427,314220,mobile,ended,45.0,,,time delta > 2 hours,late <= 1 hour
2164,553523,412539,mobile,ended,1489.0,552169.0,480.0,time delta > 2 hours,late btw 1 and 2 days
2165,553669,375834,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
2166,553890,317387,mobile,ended,278.0,,,time delta > 2 hours,late btw 4 and 6 hours
2167,534883,352352,mobile,ended,9.0,,,time delta > 2 hours,late <= 1 hour
2168,534983,341119,connect,ended,157.0,,,time delta > 2 hours,late btw 2 and 3 hours
2169,535839,373249,mobile,ended,21.0,,,time delta > 2 hours,late <= 1 hour
2170,535866,244103,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
2171,536255,406902,mobile,ended,74.0,,,time delta > 2 hours,late btw 1 and 2 hours
2172,536426,290127,mobile,ended,33.0,,,time delta > 2 hours,late <= 1 hour
2173,536638,394292,mobile,ended,51.0,,,time delta > 2 hours,late <= 1 hour
2174,536665,338847,mobile,ended,90.0,,,time delta > 2 hours,late btw 1 and 2 hours
2175,536892,366164,connect,ended,17.0,,,time delta > 2 hours,late <= 1 hour
2176,536989,310976,mobile,ended,320.0,,,time delta > 2 hours,late btw 4 and 6 hours
2177,537016,408144,mobile,ended,98.0,,,time delta > 2 hours,late btw 1 and 2 hours
2178,552776,290654,mobile,ended,119.0,,,time delta > 2 hours,late btw 1 and 2 hours
2179,552942,408289,mobile,ended,461.0,,,time delta > 2 hours,late btw 6h and 1 day
2180,553236,389785,connect,ended,222.0,,,time delta > 2 hours,late btw 3 and 4 hours
2181,553498,338617,mobile,ended,93.0,,,time delta > 2 hours,late btw 1 and 2 hours
2182,553602,390927,connect,ended,69.0,,,time delta > 2 hours,late btw 1 and 2 hours
2183,553638,379316,mobile,ended,225.0,,,time delta > 2 hours,late btw 3 and 4 hours
2184,553646,274001,mobile,ended,7.0,539712.0,120.0,time delta btw 0 and 2 hours,late <= 1 hour
2185,553720,402988,connect,ended,51.0,,,time delta > 2 hours,late <= 1 hour
2186,553778,206019,mobile,ended,378.0,,,time delta > 2 hours,late btw 6h and 1 day
2187,553868,310553,connect,ended,1.0,,,time delta > 2 hours,late <= 1 hour
2188,554009,362692,mobile,ended,258.0,,,time delta > 2 hours,late btw 4 and 6 hours
2189,554188,372468,mobile,ended,20.0,,,time delta > 2 hours,late <= 1 hour
2190,554462,275810,mobile,ended,535.0,,,time delta > 2 hours,late btw 6h and 1 day
2191,554471,382444,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
2192,554559,383720,connect,ended,19.0,,,time delta > 2 hours,late <= 1 hour
2193,554631,381753,mobile,ended,30.0,,,time delta > 2 hours,late <= 1 hour
2194,554675,314912,mobile,ended,154.0,,,time delta > 2 hours,late btw 2 and 3 hours
2195,554834,403695,mobile,ended,252.0,,,time delta > 2 hours,late btw 4 and 6 hours
2196,554883,263907,mobile,ended,24.0,,,time delta > 2 hours,late <= 1 hour
2197,554908,402887,mobile,ended,45.0,,,time delta > 2 hours,late <= 1 hour
2198,555136,375889,connect,ended,125.0,,,time delta > 2 hours,late btw 2 and 3 hours
2199,555143,320834,connect,ended,25.0,564613.0,120.0,time delta btw 0 and 2 hours,late <= 1 hour
2200,555147,397257,mobile,ended,91.0,,,time delta > 2 hours,late btw 1 and 2 hours
2201,555258,229646,mobile,ended,79.0,550583.0,450.0,time delta > 2 hours,late btw 1 and 2 hours
2202,555358,349655,mobile,ended,38.0,,,time delta > 2 hours,late <= 1 hour
2203,555641,368724,mobile,ended,24.0,565544.0,60.0,time delta btw 0 and 2 hours,late <= 1 hour
2204,555752,301301,connect,ended,119.0,,,time delta > 2 hours,late btw 1 and 2 hours
2205,556095,350244,mobile,ended,221.0,,,time delta > 2 hours,late btw 3 and 4 hours
2206,556228,395385,mobile,ended,1.0,,,time delta > 2 hours,late <= 1 hour
2207,556279,342465,mobile,ended,1397.0,,,time delta > 2 hours,late btw 6h and 1 day
2208,556322,198801,mobile,ended,292.0,,,time delta > 2 hours,late btw 4 and 6 hours
2209,556338,332904,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
2210,556500,362187,connect,ended,15.0,555592.0,60.0,time delta btw 0 and 2 hours,late <= 1 hour
2211,556510,384302,mobile,ended,8.0,,,time delta > 2 hours,late <= 1 hour
2212,556746,173202,mobile,ended,11.0,,,time delta > 2 hours,late <= 1 hour
2213,556841,371828,mobile,ended,229.0,,,time delta > 2 hours,late btw 3 and 4 hours
2214,556876,396130,mobile,ended,30.0,,,time delta > 2 hours,late <= 1 hour
2215,557231,397728,mobile,ended,64.0,,,time delta > 2 hours,late btw 1 and 2 hours
2216,557294,342719,mobile,ended,76.0,,,time delta > 2 hours,late btw 1 and 2 hours
2217,557325,311322,mobile,ended,15.0,,,time delta > 2 hours,late <= 1 hour
2218,557570,377071,mobile,ended,33.0,,,time delta > 2 hours,late <= 1 hour
2219,557663,348082,mobile,ended,142.0,,,time delta > 2 hours,late btw 2 and 3 hours
2220,557755,398114,mobile,ended,293.0,,,time delta > 2 hours,late btw 4 and 6 hours
2221,557791,312348,mobile,ended,43.0,,,time delta > 2 hours,late <= 1 hour
2222,557865,406224,mobile,ended,3596.0,,,time delta > 2 hours,late btw 2 and 3 days
2223,557950,372109,mobile,ended,44.0,,,time delta > 2 hours,late <= 1 hour
2224,558269,411997,mobile,ended,14.0,,,time delta > 2 hours,late <= 1 hour
2225,558289,405597,mobile,ended,944.0,,,time delta > 2 hours,late btw 6h and 1 day
2226,558406,413167,mobile,ended,661.0,,,time delta > 2 hours,late btw 6h and 1 day
2227,555990,375318,mobile,ended,251.0,,,time delta > 2 hours,late btw 4 and 6 hours
2228,556033,290847,mobile,ended,358.0,,,time delta > 2 hours,late btw 4 and 6 hours
2229,556054,374698,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
2230,556087,265917,mobile,ended,36.0,,,time delta > 2 hours,late <= 1 hour
2231,556220,388585,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
2232,556319,383462,connect,ended,55.0,558174.0,660.0,time delta > 2 hours,late <= 1 hour
2233,556536,319713,mobile,ended,5.0,,,time delta > 2 hours,late <= 1 hour
2234,557257,413463,mobile,ended,39.0,,,time delta > 2 hours,late <= 1 hour
2235,557585,368506,mobile,ended,126.0,,,time delta > 2 hours,late btw 2 and 3 hours
2236,557619,320438,mobile,ended,17.0,556077.0,150.0,time delta > 2 hours,late <= 1 hour
2237,557792,374740,mobile,ended,63.0,,,time delta > 2 hours,late btw 1 and 2 hours
2238,558258,357530,connect,ended,2.0,557097.0,690.0,time delta > 2 hours,late <= 1 hour
2239,558265,407249,mobile,ended,29.0,,,time delta > 2 hours,late <= 1 hour
2240,558364,414421,mobile,ended,11.0,,,time delta > 2 hours,late <= 1 hour
2241,558457,279908,mobile,ended,372.0,,,time delta > 2 hours,late btw 6h and 1 day
2242,558477,348412,mobile,ended,167.0,,,time delta > 2 hours,late btw 2 and 3 hours
2243,558530,383949,mobile,ended,37.0,,,time delta > 2 hours,late <= 1 hour
2244,558824,270740,mobile,ended,1261.0,,,time delta > 2 hours,late btw 6h and 1 day
2245,559128,314425,mobile,ended,63.0,,,time delta > 2 hours,late btw 1 and 2 hours
2246,559316,414201,mobile,ended,30.0,557671.0,690.0,time delta > 2 hours,late <= 1 hour
2247,559525,409615,mobile,ended,186.0,,,time delta > 2 hours,late btw 3 and 4 hours
2248,559609,346697,mobile,ended,30.0,,,time delta > 2 hours,late <= 1 hour
2249,559739,308181,connect,ended,8.0,564990.0,120.0,time delta btw 0 and 2 hours,late <= 1 hour
2250,559788,397599,mobile,ended,54.0,559390.0,630.0,time delta > 2 hours,late <= 1 hour
2251,559871,282032,mobile,ended,10.0,,,time delta > 2 hours,late <= 1 hour
2252,559886,347011,mobile,ended,140.0,557366.0,60.0,time delta btw 0 and 2 hours,late btw 2 and 3 hours
2253,559916,410832,mobile,ended,69.0,,,time delta > 2 hours,late btw 1 and 2 hours
2254,559938,404847,mobile,ended,66.0,,,time delta > 2 hours,late btw 1 and 2 hours
2255,560053,322025,mobile,ended,186.0,,,time delta > 2 hours,late btw 3 and 4 hours
2256,560491,255019,mobile,ended,31.0,,,time delta > 2 hours,late <= 1 hour
2257,560682,305452,mobile,ended,139.0,553996.0,570.0,time delta > 2 hours,late btw 2 and 3 hours
2258,560760,281955,mobile,ended,307.0,,,time delta > 2 hours,late btw 4 and 6 hours
2259,561163,405897,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
2260,561241,414787,mobile,ended,1449.0,,,time delta > 2 hours,late btw 1 and 2 days
2261,561298,312093,mobile,ended,1381.0,,,time delta > 2 hours,late btw 6h and 1 day
2262,561482,354124,mobile,ended,17.0,,,time delta > 2 hours,late <= 1 hour
2263,561722,384657,connect,ended,224.0,,,time delta > 2 hours,late btw 3 and 4 hours
2264,561741,310571,mobile,ended,154.0,,,time delta > 2 hours,late btw 2 and 3 hours
2265,562240,341076,mobile,ended,80.0,,,time delta > 2 hours,late btw 1 and 2 hours
2266,562602,343369,mobile,ended,25.0,,,time delta > 2 hours,late <= 1 hour
2267,562709,223143,mobile,ended,36.0,,,time delta > 2 hours,late <= 1 hour
2268,562746,288973,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
2269,563199,379092,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
2270,563205,412856,mobile,ended,327.0,,,time delta > 2 hours,late btw 4 and 6 hours
2271,563216,396746,mobile,ended,40.0,,,time delta > 2 hours,late <= 1 hour
2272,563218,397592,mobile,ended,93.0,560585.0,60.0,time delta btw 0 and 2 hours,late btw 1 and 2 hours
2273,563313,378754,connect,ended,57.0,,,time delta > 2 hours,late <= 1 hour
2274,556557,413591,mobile,ended,22618.0,,,time delta > 2 hours,late more than 10 days
2275,556616,376889,mobile,ended,339.0,,,time delta > 2 hours,late btw 4 and 6 hours
2276,556790,321273,mobile,ended,97.0,,,time delta > 2 hours,late btw 1 and 2 hours
2277,556821,401270,mobile,ended,223.0,,,time delta > 2 hours,late btw 3 and 4 hours
2278,556970,403644,mobile,ended,45.0,556081.0,30.0,time delta btw 0 and 2 hours,late <= 1 hour
2279,557181,364670,mobile,ended,124.0,,,time delta > 2 hours,late btw 2 and 3 hours
2280,557299,376079,mobile,ended,10.0,,,time delta > 2 hours,late <= 1 hour
2281,557344,381994,mobile,ended,53.0,554398.0,60.0,time delta btw 0 and 2 hours,late <= 1 hour
2282,557378,366792,mobile,ended,38.0,,,time delta > 2 hours,late <= 1 hour
2283,557392,216900,mobile,ended,27.0,,,time delta > 2 hours,late <= 1 hour
2284,557395,382032,mobile,ended,6.0,,,time delta > 2 hours,late <= 1 hour
2285,557422,413241,mobile,ended,39.0,,,time delta > 2 hours,late <= 1 hour
2286,557657,378275,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
2287,557787,367561,mobile,ended,117.0,,,time delta > 2 hours,late btw 1 and 2 hours
2288,557822,379888,mobile,ended,3.0,,,time delta > 2 hours,late <= 1 hour
2289,557866,301158,mobile,ended,53.0,,,time delta > 2 hours,late <= 1 hour
2290,557972,274554,mobile,ended,48.0,,,time delta > 2 hours,late <= 1 hour
2291,558085,366287,connect,ended,68.0,,,time delta > 2 hours,late btw 1 and 2 hours
2292,558105,310067,mobile,ended,364.0,,,time delta > 2 hours,late btw 6h and 1 day
2293,558390,393930,mobile,ended,10.0,,,time delta > 2 hours,late <= 1 hour
2294,558690,402405,mobile,ended,63.0,,,time delta > 2 hours,late btw 1 and 2 hours
2295,558720,267672,mobile,ended,77.0,,,time delta > 2 hours,late btw 1 and 2 hours
2296,558733,320824,connect,ended,36.0,554117.0,150.0,time delta > 2 hours,late <= 1 hour
2297,558874,411419,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
2298,558900,204797,mobile,ended,79.0,,,time delta > 2 hours,late btw 1 and 2 hours
2299,559070,412367,mobile,ended,21.0,,,time delta > 2 hours,late <= 1 hour
2300,559114,393183,mobile,ended,5.0,,,time delta > 2 hours,late <= 1 hour
2301,559406,294771,mobile,ended,9.0,,,time delta > 2 hours,late <= 1 hour
2302,559491,243208,connect,ended,1459.0,,,time delta > 2 hours,late btw 1 and 2 days
2303,559494,388458,mobile,ended,100.0,,,time delta > 2 hours,late btw 1 and 2 hours
2304,559507,393176,mobile,ended,24.0,,,time delta > 2 hours,late <= 1 hour
2305,559516,256877,mobile,ended,28.0,,,time delta > 2 hours,late <= 1 hour
2306,559550,336902,mobile,ended,62.0,,,time delta > 2 hours,late btw 1 and 2 hours
2307,560153,326069,mobile,ended,207.0,,,time delta > 2 hours,late btw 3 and 4 hours
2308,560542,413181,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
2309,560604,376086,mobile,ended,27.0,,,time delta > 2 hours,late <= 1 hour
2310,560843,318371,mobile,ended,44.0,,,time delta > 2 hours,late <= 1 hour
2311,560959,331551,mobile,ended,34.0,,,time delta > 2 hours,late <= 1 hour
2312,561056,411820,mobile,ended,82.0,,,time delta > 2 hours,late btw 1 and 2 hours
2313,561253,223850,mobile,ended,83.0,,,time delta > 2 hours,late btw 1 and 2 hours
2314,561506,393044,mobile,ended,76.0,,,time delta > 2 hours,late btw 1 and 2 hours
2315,561838,346652,connect,ended,12.0,,,time delta > 2 hours,late <= 1 hour
2316,562038,390213,mobile,ended,10.0,,,time delta > 2 hours,late <= 1 hour
2317,562075,403430,mobile,ended,70.0,554144.0,720.0,time delta > 2 hours,late btw 1 and 2 hours
2318,562164,345004,mobile,ended,741.0,,,time delta > 2 hours,late btw 6h and 1 day
2319,562293,290362,mobile,ended,73.0,,,time delta > 2 hours,late btw 1 and 2 hours
2320,562499,403263,mobile,ended,2.0,,,time delta > 2 hours,late <= 1 hour
2321,562609,410354,mobile,ended,18.0,,,time delta > 2 hours,late <= 1 hour
2322,562787,412023,mobile,ended,18.0,,,time delta > 2 hours,late <= 1 hour
2323,562840,403563,connect,ended,102.0,,,time delta > 2 hours,late btw 1 and 2 hours
2324,563172,331417,mobile,ended,2642.0,,,time delta > 2 hours,late btw 1 and 2 days
2325,560963,350023,mobile,ended,42.0,,,time delta > 2 hours,late <= 1 hour
2326,561170,387602,connect,ended,266.0,,,time delta > 2 hours,late btw 4 and 6 hours
2327,561236,302791,mobile,ended,240.0,,,time delta > 2 hours,late btw 3 and 4 hours
2328,561290,339442,mobile,ended,14.0,,,time delta > 2 hours,late <= 1 hour
2329,537436,281730,mobile,ended,113.0,,,time delta > 2 hours,late btw 1 and 2 hours
2330,537649,392685,mobile,ended,1207.0,,,time delta > 2 hours,late btw 6h and 1 day
2331,537756,406078,mobile,ended,42.0,,,time delta > 2 hours,late <= 1 hour
2332,537777,192909,mobile,ended,4.0,,,time delta > 2 hours,late <= 1 hour
2333,537790,394924,mobile,ended,164.0,,,time delta > 2 hours,late btw 2 and 3 hours
2334,537892,385886,mobile,ended,29.0,,,time delta > 2 hours,late <= 1 hour
