rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_previous_rental_groups,early_groups
1419,547360,328780,mobile,ended,-28.0,,,time delta > 2 hours,early less than 2 hours
1420,547465,403863,mobile,ended,-359.0,,,time delta > 2 hours,early more than 2 hours
1421,547522,366199,connect,ended,-1172.0,,,time delta > 2 hours,early more than 2 hours
1422,547595,399347,mobile,ended,-151.0,,,time delta > 2 hours,early more than 2 hours
1423,548508,179947,mobile,ended,-50.0,,,time delta > 2 hours,early less than 2 hours
1424,548585,393083,mobile,ended,-8.0,,,time delta > 2 hours,early less than 2 hours
1425,548655,272430,connect,ended,-26.0,,,time delta > 2 hours,early less than 2 hours
1426,548780,254689,connect,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
1427,549225,212965,connect,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
1428,549242,319807,mobile,ended,-99.0,,,time delta > 2 hours,early less than 2 hours
1429,549525,390213,mobile,ended,-44.0,,,time delta > 2 hours,early less than 2 hours
1430,549535,401281,connect,ended,-68.0,530729.0,690.0,time delta > 2 hours,early less than 2 hours
1431,549771,358082,connect,ended,-97.0,,,time delta > 2 hours,early less than 2 hours
1432,549886,391747,mobile,ended,-813.0,,,time delta > 2 hours,early more than 2 hours
1433,550055,403896,mobile,ended,-78.0,,,time delta > 2 hours,early less than 2 hours
1434,550157,299629,mobile,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
1435,550277,375128,connect,ended,-28.0,549044.0,240.0,time delta > 2 hours,early less than 2 hours
1436,550384,357530,connect,ended,-46.0,,,time delta > 2 hours,early less than 2 hours
1437,550439,317298,connect,ended,-158.0,,,time delta > 2 hours,early more than 2 hours
1438,551160,383949,mobile,ended,-52.0,545467.0,90.0,time delta btw 0 and 2 hours,early less than 2 hours
1439,551300,321024,mobile,ended,-13.0,,,time delta > 2 hours,early less than 2 hours
1440,551572,308620,mobile,ended,-7.0,,,time delta > 2 hours,early less than 2 hours
1441,551837,394400,connect,ended,-53.0,,,time delta > 2 hours,early less than 2 hours
1442,552311,401387,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
1443,540933,390729,mobile,ended,-14.0,,,time delta > 2 hours,early less than 2 hours
1444,541053,377924,mobile,ended,-126.0,,,time delta > 2 hours,early more than 2 hours
1445,541063,389395,mobile,ended,-21.0,,,time delta > 2 hours,early less than 2 hours
1446,541751,394928,connect,ended,-47.0,544799.0,600.0,time delta > 2 hours,early less than 2 hours
1447,542097,358768,mobile,ended,-4.0,,,time delta > 2 hours,early less than 2 hours
1448,542360,385999,mobile,ended,-11.0,,,time delta > 2 hours,early less than 2 hours
1449,542379,381512,mobile,ended,-83.0,,,time delta > 2 hours,early less than 2 hours
1450,542508,406062,mobile,ended,-47.0,,,time delta > 2 hours,early less than 2 hours
1451,542625,382823,mobile,ended,-59.0,,,time delta > 2 hours,early less than 2 hours
1452,542675,377746,mobile,ended,-16.0,,,time delta > 2 hours,early less than 2 hours
1453,542743,403100,connect,ended,-12.0,,,time delta > 2 hours,early less than 2 hours
1454,542907,387047,mobile,ended,-101.0,,,time delta > 2 hours,early less than 2 hours
1455,543007,322384,mobile,ended,-41.0,,,time delta > 2 hours,early less than 2 hours
1456,543349,385011,connect,ended,-126.0,,,time delta > 2 hours,early more than 2 hours
1457,543410,190089,mobile,ended,-24.0,,,time delta > 2 hours,early less than 2 hours
1458,543788,377071,mobile,ended,0.0,538874.0,30.0,time delta btw 0 and 2 hours,early less than 2 hours
1459,544052,409473,mobile,ended,-10.0,,,time delta > 2 hours,early less than 2 hours
1460,544062,369856,mobile,ended,-165.0,,,time delta > 2 hours,early more than 2 hours
1461,544268,385128,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
1462,544567,194384,connect,ended,-14.0,,,time delta > 2 hours,early less than 2 hours
1463,544596,319419,mobile,ended,-146.0,,,time delta > 2 hours,early more than 2 hours
1464,544682,275933,mobile,ended,-7.0,,,time delta > 2 hours,early less than 2 hours
1465,544741,374290,mobile,ended,-36.0,532043.0,180.0,time delta > 2 hours,early less than 2 hours
1466,545070,398326,mobile,ended,0.0,544957.0,270.0,time delta > 2 hours,early less than 2 hours
1467,545233,366371,connect,ended,-81.0,517688.0,720.0,time delta > 2 hours,early less than 2 hours
1468,545655,360929,mobile,ended,-101.0,,,time delta > 2 hours,early less than 2 hours
1469,545871,340616,connect,ended,-464.0,,,time delta > 2 hours,early more than 2 hours
1470,546263,221830,mobile,ended,-21.0,,,time delta > 2 hours,early less than 2 hours
1471,546496,403009,mobile,ended,-9.0,,,time delta > 2 hours,early less than 2 hours
1472,546670,333303,mobile,ended,-84.0,,,time delta > 2 hours,early less than 2 hours
1473,546832,230201,connect,ended,-8.0,,,time delta > 2 hours,early less than 2 hours
1474,547201,312118,mobile,ended,-33.0,,,time delta > 2 hours,early less than 2 hours
1475,547889,336935,connect,ended,-1250.0,,,time delta > 2 hours,early more than 2 hours
1476,548048,251447,connect,ended,-27.0,,,time delta > 2 hours,early less than 2 hours
1477,548297,351162,connect,ended,-63.0,,,time delta > 2 hours,early less than 2 hours
1478,548307,404571,mobile,ended,-4.0,532798.0,90.0,time delta btw 0 and 2 hours,early less than 2 hours
1479,557573,311943,mobile,ended,-3.0,,,time delta > 2 hours,early less than 2 hours
1480,558137,352749,mobile,ended,-568.0,,,time delta > 2 hours,early more than 2 hours
1481,558225,337414,connect,ended,-328.0,,,time delta > 2 hours,early more than 2 hours
1482,558232,187183,mobile,ended,-73.0,,,time delta > 2 hours,early less than 2 hours
1483,558392,348400,mobile,ended,-1192.0,,,time delta > 2 hours,early more than 2 hours
1484,558639,409595,mobile,ended,-135.0,,,time delta > 2 hours,early more than 2 hours
1485,558811,414498,mobile,ended,-61.0,,,time delta > 2 hours,early less than 2 hours
1486,558927,389565,mobile,ended,-81.0,,,time delta > 2 hours,early less than 2 hours
1487,559099,373661,mobile,ended,-68.0,,,time delta > 2 hours,early less than 2 hours
1488,559390,397599,mobile,ended,-159.0,,,time delta > 2 hours,early more than 2 hours
1489,559629,334822,mobile,ended,-44.0,,,time delta > 2 hours,early less than 2 hours
1490,559880,321010,mobile,ended,-7.0,,,time delta > 2 hours,early less than 2 hours
1491,559948,300218,mobile,ended,-19.0,,,time delta > 2 hours,early less than 2 hours
1492,560195,309209,connect,ended,-10.0,,,time delta > 2 hours,early less than 2 hours
1493,560512,388805,mobile,ended,-9.0,,,time delta > 2 hours,early less than 2 hours
1494,560574,310661,mobile,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
1495,545322,356106,connect,ended,-55.0,,,time delta > 2 hours,early less than 2 hours
1496,545750,393968,connect,ended,-11.0,548306.0,600.0,time delta > 2 hours,early less than 2 hours
1497,545901,358283,mobile,ended,-56.0,,,time delta > 2 hours,early less than 2 hours
1498,545915,356695,mobile,ended,-39.0,,,time delta > 2 hours,early less than 2 hours
1499,545916,307364,connect,ended,-77.0,545822.0,30.0,time delta btw 0 and 2 hours,early less than 2 hours
1500,546187,373700,mobile,ended,-87.0,,,time delta > 2 hours,early less than 2 hours
1501,546298,310003,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
1502,546357,270091,mobile,ended,-4.0,,,time delta > 2 hours,early less than 2 hours
1503,547050,348294,connect,ended,-38.0,,,time delta > 2 hours,early less than 2 hours
1504,547422,312118,mobile,ended,-59.0,,,time delta > 2 hours,early less than 2 hours
1505,547765,362199,connect,ended,-45.0,,,time delta > 2 hours,early less than 2 hours
1506,548110,379908,mobile,ended,-52.0,542260.0,720.0,time delta > 2 hours,early less than 2 hours
1507,548678,317652,connect,ended,-281.0,,,time delta > 2 hours,early more than 2 hours
1508,548769,269549,mobile,ended,-49.0,,,time delta > 2 hours,early less than 2 hours
1509,548851,390467,connect,ended,-16.0,,,time delta > 2 hours,early less than 2 hours
1510,548993,214091,mobile,ended,-43.0,,,time delta > 2 hours,early less than 2 hours
1511,549007,352730,mobile,ended,-365.0,,,time delta > 2 hours,early more than 2 hours
1512,549039,222072,mobile,ended,-109.0,,,time delta > 2 hours,early less than 2 hours
1513,549055,399618,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
1514,545476,410832,mobile,ended,-101.0,,,time delta > 2 hours,early less than 2 hours
1515,545684,247971,mobile,ended,-29.0,,,time delta > 2 hours,early less than 2 hours
1516,545792,337217,mobile,ended,-72.0,,,time delta > 2 hours,early less than 2 hours
1517,545868,278398,mobile,ended,-73.0,,,time delta > 2 hours,early less than 2 hours
1518,545984,305525,connect,ended,-253.0,545963.0,720.0,time delta > 2 hours,early more than 2 hours
1519,545988,397470,mobile,ended,-51.0,,,time delta > 2 hours,early less than 2 hours
1520,546447,395266,mobile,ended,-22.0,,,time delta > 2 hours,early less than 2 hours
1521,546533,392368,connect,ended,-276.0,,,time delta > 2 hours,early more than 2 hours
1522,546537,400478,mobile,ended,-34.0,,,time delta > 2 hours,early less than 2 hours
1523,546793,373856,mobile,ended,-240.0,,,time delta > 2 hours,early more than 2 hours
1524,546825,261686,mobile,ended,-8.0,,,time delta > 2 hours,early less than 2 hours
1525,546873,380584,mobile,ended,-23.0,,,time delta > 2 hours,early less than 2 hours
1526,547225,335258,mobile,ended,-150.0,,,time delta > 2 hours,early more than 2 hours
1527,547384,305307,mobile,ended,-12.0,,,time delta > 2 hours,early less than 2 hours
1528,547458,278640,connect,ended,-8.0,,,time delta > 2 hours,early less than 2 hours
1529,547684,347873,connect,ended,-79.0,,,time delta > 2 hours,early less than 2 hours
1530,547718,355900,connect,ended,-20.0,,,time delta > 2 hours,early less than 2 hours
1531,547808,347319,mobile,ended,-141.0,,,time delta > 2 hours,early more than 2 hours
1532,547811,403871,mobile,ended,-122.0,,,time delta > 2 hours,early more than 2 hours
1533,548272,317330,connect,ended,-21.0,548279.0,0.0,time delta btw 0 and 2 hours,early less than 2 hours
1534,548467,411007,mobile,ended,-205.0,,,time delta > 2 hours,early more than 2 hours
1535,548867,217819,mobile,ended,-134.0,544074.0,270.0,time delta > 2 hours,early more than 2 hours
1536,548952,356630,mobile,ended,-88.0,523527.0,720.0,time delta > 2 hours,early less than 2 hours
1537,549012,321273,mobile,ended,-793.0,,,time delta > 2 hours,early more than 2 hours
1538,549037,390352,mobile,ended,-126.0,,,time delta > 2 hours,early more than 2 hours
1539,549357,364976,mobile,ended,-73.0,,,time delta > 2 hours,early less than 2 hours
1540,549568,384056,mobile,ended,-19.0,,,time delta > 2 hours,early less than 2 hours
1541,549587,381857,connect,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
1542,549641,313957,mobile,ended,-66.0,,,time delta > 2 hours,early less than 2 hours
1543,549648,408363,mobile,ended,-195.0,,,time delta > 2 hours,early more than 2 hours
1544,550308,361580,mobile,ended,-49.0,,,time delta > 2 hours,early less than 2 hours
1545,550420,412122,mobile,ended,-7.0,,,time delta > 2 hours,early less than 2 hours
1546,550449,405028,mobile,ended,-135.0,,,time delta > 2 hours,early more than 2 hours
1547,550600,269871,mobile,ended,-71.0,,,time delta > 2 hours,early less than 2 hours
1548,550736,391295,mobile,ended,-28.0,,,time delta > 2 hours,early less than 2 hours
1549,550792,358856,mobile,ended,-411.0,,,time delta > 2 hours,early more than 2 hours
1550,551186,401436,mobile,ended,-194.0,,,time delta > 2 hours,early more than 2 hours
1551,551287,336126,mobile,ended,-128.0,,,time delta > 2 hours,early more than 2 hours
1552,551453,384536,mobile,ended,-225.0,,,time delta > 2 hours,early more than 2 hours
1553,551639,400004,mobile,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
1554,551678,365926,connect,ended,-202.0,,,time delta > 2 hours,early more than 2 hours
1555,551714,396183,mobile,ended,-729.0,,,time delta > 2 hours,early more than 2 hours
1556,551791,291982,mobile,ended,-118.0,,,time delta > 2 hours,early less than 2 hours
1557,552537,379208,mobile,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
1558,552709,255377,connect,ended,-201.0,,,time delta > 2 hours,early more than 2 hours
1559,505617,375834,mobile,ended,-54.0,,,time delta > 2 hours,early less than 2 hours
1560,520333,372779,mobile,ended,-222.0,,,time delta > 2 hours,early more than 2 hours
1561,521323,393670,mobile,ended,-22.0,,,time delta > 2 hours,early less than 2 hours
1562,522163,360902,mobile,ended,-10.0,,,time delta > 2 hours,early less than 2 hours
1563,522452,404168,mobile,ended,-12.0,,,time delta > 2 hours,early less than 2 hours
1564,528845,385378,mobile,ended,-4624.0,,,time delta > 2 hours,early more than 2 hours
1565,529847,350052,mobile,ended,-37.0,,,time delta > 2 hours,early less than 2 hours
1566,532550,311460,mobile,ended,-41.0,,,time delta > 2 hours,early less than 2 hours
1567,533456,368432,mobile,ended,-2.0,539640.0,600.0,time delta > 2 hours,early less than 2 hours
1568,534647,349406,mobile,ended,-69.0,,,time delta > 2 hours,early less than 2 hours
1569,552399,399951,mobile,ended,-114.0,,,time delta > 2 hours,early less than 2 hours
1570,553003,367632,connect,ended,-146.0,,,time delta > 2 hours,early more than 2 hours
1571,553249,384040,connect,ended,-42.0,,,time delta > 2 hours,early less than 2 hours
1572,553302,368432,mobile,ended,-104.0,567818.0,570.0,time delta > 2 hours,early less than 2 hours
1573,553799,390467,connect,ended,-29.0,,,time delta > 2 hours,early less than 2 hours
1574,553948,413094,mobile,ended,-275.0,,,time delta > 2 hours,early more than 2 hours
1575,553970,351829,mobile,ended,-81.0,,,time delta > 2 hours,early less than 2 hours
1576,554436,380069,mobile,ended,-315.0,,,time delta > 2 hours,early more than 2 hours
1577,554623,394311,mobile,ended,-57.0,,,time delta > 2 hours,early less than 2 hours
1578,554626,404923,mobile,ended,-4.0,,,time delta > 2 hours,early less than 2 hours
1579,554676,353274,mobile,ended,-8.0,,,time delta > 2 hours,early less than 2 hours
1580,554960,311437,mobile,ended,-12.0,,,time delta > 2 hours,early less than 2 hours
1581,555460,413056,mobile,ended,-67.0,,,time delta > 2 hours,early less than 2 hours
1582,555684,413553,mobile,ended,-188.0,,,time delta > 2 hours,early more than 2 hours
1583,555772,242223,mobile,ended,-351.0,,,time delta > 2 hours,early more than 2 hours
1584,549245,194197,mobile,ended,-293.0,,,time delta > 2 hours,early more than 2 hours
1585,549271,357639,mobile,ended,-55.0,,,time delta > 2 hours,early less than 2 hours
1586,549492,391882,connect,ended,-171.0,,,time delta > 2 hours,early more than 2 hours
1587,549518,375553,mobile,ended,-86.0,,,time delta > 2 hours,early less than 2 hours
1588,549552,394259,mobile,ended,-146.0,,,time delta > 2 hours,early more than 2 hours
1589,549563,390773,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
1590,549582,403525,mobile,ended,-24.0,,,time delta > 2 hours,early less than 2 hours
1591,550344,390729,mobile,ended,-139.0,,,time delta > 2 hours,early more than 2 hours
1592,550545,314456,connect,ended,-38.0,,,time delta > 2 hours,early less than 2 hours
1593,551601,291932,connect,ended,-44.0,,,time delta > 2 hours,early less than 2 hours
1594,551849,326263,mobile,ended,-48.0,,,time delta > 2 hours,early less than 2 hours
1595,551989,404496,mobile,ended,-72.0,,,time delta > 2 hours,early less than 2 hours
1596,552075,364038,mobile,ended,0.0,514557.0,30.0,time delta btw 0 and 2 hours,early less than 2 hours
1597,552108,323762,mobile,ended,-6.0,,,time delta > 2 hours,early less than 2 hours
1598,552122,374486,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
1599,552264,376491,connect,ended,-15.0,551892.0,30.0,time delta btw 0 and 2 hours,early less than 2 hours
1600,552849,178730,mobile,ended,-28.0,,,time delta > 2 hours,early less than 2 hours
1601,553158,376626,mobile,ended,-93.0,,,time delta > 2 hours,early less than 2 hours
1602,553308,368432,mobile,ended,-133.0,562021.0,630.0,time delta > 2 hours,early more than 2 hours
1603,553395,339442,mobile,ended,-16.0,,,time delta > 2 hours,early less than 2 hours
1604,553577,381000,mobile,ended,-25.0,,,time delta > 2 hours,early less than 2 hours
1605,554177,186958,mobile,ended,-40.0,,,time delta > 2 hours,early less than 2 hours
1606,554183,362187,connect,ended,-426.0,556500.0,180.0,time delta > 2 hours,early more than 2 hours
1607,554555,390541,mobile,ended,-17.0,,,time delta > 2 hours,early less than 2 hours
1608,554638,343596,mobile,ended,-15.0,,,time delta > 2 hours,early less than 2 hours
1609,554905,314687,mobile,ended,-28.0,552745.0,60.0,time delta btw 0 and 2 hours,early less than 2 hours
1610,554976,410779,mobile,ended,-43.0,,,time delta > 2 hours,early less than 2 hours
1611,554995,305816,connect,ended,-206.0,,,time delta > 2 hours,early more than 2 hours
1612,555304,268787,mobile,ended,-15.0,,,time delta > 2 hours,early less than 2 hours
1613,555453,344993,mobile,ended,-7.0,,,time delta > 2 hours,early less than 2 hours
1614,556109,385303,connect,ended,-13.0,,,time delta > 2 hours,early less than 2 hours
1615,556315,340014,connect,ended,-9.0,,,time delta > 2 hours,early less than 2 hours
1616,548368,402566,mobile,ended,-48.0,,,time delta > 2 hours,early less than 2 hours
1617,548408,376086,mobile,ended,-58.0,,,time delta > 2 hours,early less than 2 hours
1618,548644,351787,mobile,ended,-20.0,,,time delta > 2 hours,early less than 2 hours
1619,548994,285425,mobile,ended,-56.0,,,time delta > 2 hours,early less than 2 hours
1620,548997,406413,mobile,ended,-57.0,,,time delta > 2 hours,early less than 2 hours
1621,549481,227104,mobile,ended,-203.0,,,time delta > 2 hours,early more than 2 hours
1622,549628,401387,mobile,ended,-30.0,,,time delta > 2 hours,early less than 2 hours
1623,549750,341441,mobile,ended,-127.0,,,time delta > 2 hours,early more than 2 hours
1624,550007,390702,connect,ended,-44.0,,,time delta > 2 hours,early less than 2 hours
1625,550305,293464,mobile,ended,-60.0,,,time delta > 2 hours,early less than 2 hours
1626,551099,216576,connect,ended,-85.0,,,time delta > 2 hours,early less than 2 hours
1627,551117,180687,mobile,ended,-91.0,,,time delta > 2 hours,early less than 2 hours
1628,551340,384193,connect,ended,-124.0,,,time delta > 2 hours,early more than 2 hours
1629,551925,336629,mobile,ended,-21.0,550453.0,0.0,time delta btw 0 and 2 hours,early less than 2 hours
1630,552005,341431,mobile,ended,-88.0,,,time delta > 2 hours,early less than 2 hours
1631,552303,354138,mobile,ended,-11.0,566927.0,570.0,time delta > 2 hours,early less than 2 hours
1632,552982,348125,mobile,ended,-71.0,,,time delta > 2 hours,early less than 2 hours
1633,553024,283001,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
1634,553143,393628,mobile,ended,-68.0,,,time delta > 2 hours,early less than 2 hours
1635,553237,383225,mobile,ended,-50.0,,,time delta > 2 hours,early less than 2 hours
1636,553599,382444,mobile,ended,0.0,,,time delta > 2 hours,early less than 2 hours
1637,553781,360880,mobile,ended,-1.0,,,time delta > 2 hours,early less than 2 hours
1638,534025,391338,mobile,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
1639,534854,383144,connect,ended,-44.0,,,time delta > 2 hours,early less than 2 hours
1640,534864,408444,mobile,ended,-32.0,,,time delta > 2 hours,early less than 2 hours
1641,534918,360880,mobile,ended,-27.0,,,time delta > 2 hours,early less than 2 hours
1642,535083,384607,mobile,ended,-102.0,,,time delta > 2 hours,early less than 2 hours
1643,535167,248091,mobile,ended,-428.0,,,time delta > 2 hours,early more than 2 hours
1644,535380,380801,mobile,ended,-15.0,,,time delta > 2 hours,early less than 2 hours
1645,535406,403552,mobile,ended,-127.0,,,time delta > 2 hours,early more than 2 hours
1646,536057,373685,connect,ended,-49.0,,,time delta > 2 hours,early less than 2 hours
1647,536180,394692,mobile,ended,-9.0,,,time delta > 2 hours,early less than 2 hours
1648,536264,391748,mobile,ended,-98.0,,,time delta > 2 hours,early less than 2 hours
1649,536325,344091,mobile,ended,-23.0,,,time delta > 2 hours,early less than 2 hours
1650,536428,289199,connect,ended,-48.0,,,time delta > 2 hours,early less than 2 hours
1651,536772,385008,connect,ended,-13.0,,,time delta > 2 hours,early less than 2 hours
1652,552807,367632,connect,ended,-205.0,,,time delta > 2 hours,early more than 2 hours
1653,552812,289383,mobile,ended,-48.0,,,time delta > 2 hours,early less than 2 hours
1654,553035,285452,connect,ended,0.0,,,time delta > 2 hours,early less than 2 hours
1655,553167,292319,connect,ended,-43.0,,,time delta > 2 hours,early less than 2 hours
1656,553296,366113,mobile,ended,-75.0,,,time delta > 2 hours,early less than 2 hours
1657,553336,378270,mobile,ended,-197.0,,,time delta > 2 hours,early more than 2 hours
1658,553382,408408,mobile,ended,-416.0,,,time delta > 2 hours,early more than 2 hours
1659,553430,393935,mobile,ended,-72.0,,,time delta > 2 hours,early less than 2 hours
1660,553502,217076,mobile,ended,-213.0,,,time delta > 2 hours,early more than 2 hours
1661,553630,406525,mobile,ended,-20.0,,,time delta > 2 hours,early less than 2 hours
1662,553653,354667,mobile,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
1663,553902,324640,mobile,ended,-128.0,,,time delta > 2 hours,early more than 2 hours
1664,554039,345445,connect,ended,-139.0,,,time delta > 2 hours,early more than 2 hours
1665,554090,321310,connect,ended,-338.0,,,time delta > 2 hours,early more than 2 hours
1666,554256,382507,mobile,ended,-332.0,,,time delta > 2 hours,early more than 2 hours
1667,554281,404201,mobile,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
1668,554311,334924,mobile,ended,-17.0,,,time delta > 2 hours,early less than 2 hours
1669,554715,411694,mobile,ended,-41.0,,,time delta > 2 hours,early less than 2 hours
1670,554931,391891,connect,ended,-40.0,,,time delta > 2 hours,early less than 2 hours
1671,555306,412093,mobile,ended,-337.0,,,time delta > 2 hours,early more than 2 hours
1672,555597,387602,connect,ended,-13.0,,,time delta > 2 hours,early less than 2 hours
1673,555623,366524,mobile,ended,-1.0,,,time delta > 2 hours,early less than 2 hours
1674,555742,395385,mobile,ended,-25.0,,,time delta > 2 hours,early less than 2 hours
1675,555867,413242,mobile,ended,-49.0,,,time delta > 2 hours,early less than 2 hours
1676,556237,269977,mobile,ended,-100.0,,,time delta > 2 hours,early less than 2 hours
1677,556529,337750,mobile,ended,-14.0,,,time delta > 2 hours,early less than 2 hours
1678,556612,366164,connect,ended,-10.0,,,time delta > 2 hours,early less than 2 hours
1679,556654,298516,connect,ended,-402.0,,,time delta > 2 hours,early more than 2 hours
1680,556731,412102,mobile,ended,-25.0,,,time delta > 2 hours,early less than 2 hours
1681,556947,308781,mobile,ended,-13.0,,,time delta > 2 hours,early less than 2 hours
1682,557053,402989,connect,ended,-95.0,,,time delta > 2 hours,early less than 2 hours
1683,557081,385295,mobile,ended,-38.0,,,time delta > 2 hours,early less than 2 hours
1684,557517,413643,mobile,ended,-215.0,,,time delta > 2 hours,early more than 2 hours
1685,557529,369447,connect,ended,-25.0,,,time delta > 2 hours,early less than 2 hours
1686,557820,384888,mobile,ended,-285.0,,,time delta > 2 hours,early more than 2 hours
1687,558068,357530,connect,ended,-81.0,,,time delta > 2 hours,early less than 2 hours
1688,558145,385006,connect,ended,-89.0,,,time delta > 2 hours,early less than 2 hours
1689,558241,308906,mobile,ended,-247.0,,,time delta > 2 hours,early more than 2 hours
1690,556116,383997,mobile,ended,-99.0,,,time delta > 2 hours,early less than 2 hours
1691,556280,289901,connect,ended,-85.0,,,time delta > 2 hours,early less than 2 hours
1692,556686,291355,mobile,ended,-117.0,,,time delta > 2 hours,early less than 2 hours
1693,556825,404130,connect,ended,-7.0,551494.0,720.0,time delta > 2 hours,early less than 2 hours
1694,557039,341505,mobile,ended,-26.0,,,time delta > 2 hours,early less than 2 hours
1695,557264,371214,connect,ended,-2.0,,,time delta > 2 hours,early less than 2 hours
1696,557291,407397,mobile,ended,-29.0,,,time delta > 2 hours,early less than 2 hours
1697,557427,403563,connect,ended,-98.0,,,time delta > 2 hours,early less than 2 hours
1698,557710,360981,mobile,ended,-23.0,,,time delta > 2 hours,early less than 2 hours
1699,557805,373024,mobile,ended,-126.0,,,time delta > 2 hours,early more than 2 hours
1700,557914,256528,mobile,ended,-531.0,,,time delta > 2 hours,early more than 2 hours
1701,557958,407524,mobile,ended,-62.0,,,time delta > 2 hours,early less than 2 hours
1702,558193,369247,mobile,ended,-414.0,,,time delta > 2 hours,early more than 2 hours
1703,558206,401871,connect,ended,-77.0,,,time delta > 2 hours,early less than 2 hours
1704,558722,277669,mobile,ended,-16.0,,,time delta > 2 hours,early less than 2 hours
1705,558769,401399,mobile,ended,-26.0,,,time delta > 2 hours,early less than 2 hours
1706,558774,391334,mobile,ended,-140.0,,,time delta > 2 hours,early more than 2 hours
1707,559313,265239,connect,ended,-48.0,,,time delta > 2 hours,early less than 2 hours
1708,559594,291932,connect,ended,-408.0,556581.0,150.0,time delta > 2 hours,early more than 2 hours
1709,559735,380662,mobile,ended,-77.0,,,time delta > 2 hours,early less than 2 hours
1710,559829,173712,mobile,ended,-85.0,,,time delta > 2 hours,early less than 2 hours
1711,560100,363918,mobile,ended,-45.0,,,time delta > 2 hours,early less than 2 hours
1712,560388,393549,mobile,ended,-79.0,,,time delta > 2 hours,early less than 2 hours
1713,560453,289496,connect,ended,-470.0,,,time delta > 2 hours,early more than 2 hours
1714,560579,320977,mobile,ended,-143.0,,,time delta > 2 hours,early more than 2 hours
1715,560690,248889,connect,ended,-932.0,,,time delta > 2 hours,early more than 2 hours
1716,560888,393083,mobile,ended,-14.0,,,time delta > 2 hours,early less than 2 hours
1717,560891,405164,mobile,ended,-1359.0,,,time delta > 2 hours,early more than 2 hours
1718,560987,334190,connect,ended,-42.0,,,time delta > 2 hours,early less than 2 hours
1719,561246,188274,mobile,ended,-49.0,,,time delta > 2 hours,early less than 2 hours
1720,561880,386934,mobile,ended,-29.0,,,time delta > 2 hours,early less than 2 hours
1721,562220,363386,mobile,ended,-121.0,,,time delta > 2 hours,early more than 2 hours
1722,562254,376901,connect,ended,-6.0,,,time delta > 2 hours,early less than 2 hours
1723,562478,278702,mobile,ended,-88.0,,,time delta > 2 hours,early less than 2 hours
1724,562527,402528,connect,ended,-203.0,,,time delta > 2 hours,early more than 2 hours
1725,562949,394380,mobile,ended,-39.0,,,time delta > 2 hours,early less than 2 hours
1726,563044,203595,mobile,ended,-15.0,,,time delta > 2 hours,early less than 2 hours
1727,563322,360935,mobile,ended,-115.0,,,time delta > 2 hours,early less than 2 hours
1728,563337,395483,mobile,ended,-274.0,,,time delta > 2 hours,early more than 2 hours
1729,563661,338584,connect,ended,-38.0,567637.0,630.0,time delta > 2 hours,early less than 2 hours
1730,556490,397188,mobile,ended,-3.0,,,time delta > 2 hours,early less than 2 hours
1731,556569,390039,mobile,ended,-51.0,,,time delta > 2 hours,early less than 2 hours
1732,556605,187740,mobile,ended,-15.0,,,time delta > 2 hours,early less than 2 hours
1733,557404,181625,connect,ended,-352.0,554077.0,120.0,time delta btw 0 and 2 hours,early more than 2 hours
1734,557416,380662,mobile,ended,-71.0,,,time delta > 2 hours,early less than 2 hours
1735,557425,311923,connect,ended,-104.0,,,time delta > 2 hours,early less than 2 hours
1736,557631,398586,connect,ended,-38.0,,,time delta > 2 hours,early less than 2 hours
1737,557661,338243,connect,ended,-626.0,,,time delta > 2 hours,early more than 2 hours
1738,557848,275062,connect,ended,-3.0,,,time delta > 2 hours,early less than 2 hours
1739,557887,375572,mobile,ended,-5.0,,,time delta > 2 hours,early less than 2 hours
1740,557931,368506,mobile,ended,-23.0,,,time delta > 2 hours,early less than 2 hours
1741,558058,402505,mobile,ended,-51.0,,,time delta > 2 hours,early less than 2 hours
1742,558174,383462,connect,ended,-1.0,,,time delta > 2 hours,early less than 2 hours
1743,558575,380799,mobile,ended,-1003.0,,,time delta > 2 hours,early more than 2 hours
1744,558605,366764,mobile,ended,-6.0,,,time delta > 2 hours,early less than 2 hours
1745,558612,396741,mobile,ended,-3.0,,,time delta > 2 hours,early less than 2 hours
