rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,time_delta_previous_rental_groups
3344,541223,295415,mobile,ended,158.0,,,time delta > 2 hours
3345,541364,406554,mobile,ended,16.0,,,time delta > 2 hours
3346,541646,364890,mobile,ended,621.0,538703.0,210.0,time delta > 2 hours
3347,541663,349743,mobile,ended,12.0,,,time delta > 2 hours
3348,541751,394928,connect,ended,-47.0,544799.0,600.0,time delta > 2 hours
3349,541823,359021,mobile,ended,131.0,,,time delta > 2 hours
3350,541871,408408,mobile,ended,851.0,,,time delta > 2 hours
3351,541929,210381,mobile,ended,174.0,,,time delta > 2 hours
3352,542016,292580,mobile,ended,38.0,,,time delta > 2 hours
3353,542084,270141,mobile,ended,467.0,,,time delta > 2 hours
3354,542097,358768,mobile,ended,-4.0,,,time delta > 2 hours
3355,542302,346640,mobile,ended,69.0,,,time delta > 2 hours
3356,542356,396378,mobile,ended,21.0,,,time delta > 2 hours
3357,542360,385999,mobile,ended,-11.0,,,time delta > 2 hours
3358,542379,381512,mobile,ended,-83.0,,,time delta > 2 hours
3359,542467,410500,mobile,ended,50.0,,,time delta > 2 hours
3360,542508,406062,mobile,ended,-47.0,,,time delta > 2 hours
3361,542552,386934,mobile,ended,45.0,,,time delta > 2 hours
3362,542566,295860,mobile,ended,316.0,,,time delta > 2 hours
3363,542579,404725,mobile,ended,26.0,,,time delta > 2 hours
3364,542589,307768,mobile,ended,1.0,,,time delta > 2 hours
3365,542613,241021,connect,ended,87.0,,,time delta > 2 hours
3366,542625,382823,mobile,ended,-59.0,,,time delta > 2 hours
3367,542665,189248,connect,ended,30.0,,,time delta > 2 hours
3368,542675,377746,mobile,ended,-16.0,,,time delta > 2 hours
3369,542743,403100,connect,ended,-12.0,,,time delta > 2 hours
3370,542907,387047,mobile,ended,-101.0,,,time delta > 2 hours
3371,542997,402845,mobile,ended,558.0,,,time delta > 2 hours
3372,543007,322384,mobile,ended,-41.0,,,time delta > 2 hours
3373,543349,385011,connect,ended,-126.0,,,time delta > 2 hours
3374,543410,190089,mobile,ended,-24.0,,,time delta > 2 hours
3375,543631,410841,mobile,ended,72.0,,,time delta > 2 hours
3376,543788,377071,mobile,ended,0.0,538874.0,30.0,time delta btw 0 and 2 hours
3377,543917,379208,mobile,ended,67.0,,,time delta > 2 hours
3378,544048,285007,mobile,ended,64.0,,,time delta > 2 hours
3379,544052,409473,mobile,ended,-10.0,,,time delta > 2 hours
3380,544062,369856,mobile,ended,-165.0,,,time delta > 2 hours
3381,544198,263232,mobile,ended,83.0,538218.0,300.0,time delta > 2 hours
3382,544268,385128,mobile,ended,0.0,,,time delta > 2 hours
3383,544312,335572,mobile,ended,468.0,,,time delta > 2 hours
3384,544411,334822,mobile,ended,19.0,,,time delta > 2 hours
3385,544567,194384,connect,ended,-14.0,,,time delta > 2 hours
3386,544596,319419,mobile,ended,-146.0,,,time delta > 2 hours
3387,544682,275933,mobile,ended,-7.0,,,time delta > 2 hours
3388,544693,310376,mobile,ended,7.0,,,time delta > 2 hours
3389,544741,374290,mobile,ended,-36.0,532043.0,180.0,time delta > 2 hours
3390,545070,398326,mobile,ended,0.0,544957.0,270.0,time delta > 2 hours
3391,545175,245738,mobile,ended,68.0,,,time delta > 2 hours
3392,545220,408862,mobile,ended,176.0,,,time delta > 2 hours
3393,545222,370797,mobile,ended,211.0,,,time delta > 2 hours
3394,545233,366371,connect,ended,-81.0,517688.0,720.0,time delta > 2 hours
3395,545261,366371,connect,ended,406.0,,,time delta > 2 hours
3396,545468,309506,mobile,ended,66.0,,,time delta > 2 hours
3397,545655,360929,mobile,ended,-101.0,,,time delta > 2 hours
3398,545666,355041,mobile,ended,52.0,,,time delta > 2 hours
3399,545673,310576,connect,ended,92.0,,,time delta > 2 hours
3400,545729,410606,mobile,ended,5.0,,,time delta > 2 hours
3401,545871,340616,connect,ended,-464.0,,,time delta > 2 hours
3402,546056,408509,mobile,ended,72.0,549516.0,120.0,time delta btw 0 and 2 hours
3403,546152,348482,connect,ended,37.0,,,time delta > 2 hours
3404,546263,221830,mobile,ended,-21.0,,,time delta > 2 hours
3405,546349,388813,mobile,ended,26.0,,,time delta > 2 hours
3406,546414,404595,mobile,ended,20.0,,,time delta > 2 hours
3407,546496,403009,mobile,ended,-9.0,,,time delta > 2 hours
3408,546576,392882,mobile,ended,91.0,,,time delta > 2 hours
3409,546670,333303,mobile,ended,-84.0,,,time delta > 2 hours
3410,546698,407820,mobile,ended,35.0,,,time delta > 2 hours
3411,546763,392393,mobile,ended,193.0,,,time delta > 2 hours
3412,546770,316656,mobile,ended,16.0,,,time delta > 2 hours
3413,546832,230201,connect,ended,-8.0,,,time delta > 2 hours
3414,547201,312118,mobile,ended,-33.0,,,time delta > 2 hours
3415,547335,395769,mobile,ended,24.0,,,time delta > 2 hours
3416,547731,360418,mobile,ended,2.0,,,time delta > 2 hours
3417,547889,336935,connect,ended,-1250.0,,,time delta > 2 hours
3418,548009,383392,mobile,ended,305.0,,,time delta > 2 hours
3419,548048,251447,connect,ended,-27.0,,,time delta > 2 hours
3420,548089,376150,mobile,ended,252.0,,,time delta > 2 hours
3421,548096,348824,mobile,ended,113.0,,,time delta > 2 hours
3422,548159,334648,connect,ended,326.0,,,time delta > 2 hours
3423,548276,409230,mobile,ended,88.0,,,time delta > 2 hours
3424,548297,351162,connect,ended,-63.0,,,time delta > 2 hours
3425,548307,404571,mobile,ended,-4.0,532798.0,90.0,time delta btw 0 and 2 hours
3426,548356,409676,mobile,ended,49.0,,,time delta > 2 hours
3427,548359,407798,mobile,ended,875.0,,,time delta > 2 hours
3428,557573,311943,mobile,ended,-3.0,,,time delta > 2 hours
3429,557600,409615,mobile,ended,215.0,,,time delta > 2 hours
3430,557700,380128,mobile,ended,315.0,,,time delta > 2 hours
3431,558049,175887,connect,ended,32.0,,,time delta > 2 hours
3432,558070,378239,mobile,ended,36.0,,,time delta > 2 hours
3433,558137,352749,mobile,ended,-568.0,,,time delta > 2 hours
3434,558168,298474,mobile,ended,6.0,,,time delta > 2 hours
3435,558225,337414,connect,ended,-328.0,,,time delta > 2 hours
3436,558232,187183,mobile,ended,-73.0,,,time delta > 2 hours
3437,558392,348400,mobile,ended,-1192.0,,,time delta > 2 hours
3438,558441,358225,mobile,ended,4.0,552053.0,0.0,time delta btw 0 and 2 hours
3439,558555,245119,mobile,ended,71.0,,,time delta > 2 hours
3440,558639,409595,mobile,ended,-135.0,,,time delta > 2 hours
3441,558699,226690,mobile,ended,443.0,,,time delta > 2 hours
3442,558811,414498,mobile,ended,-61.0,,,time delta > 2 hours
3443,558816,340394,mobile,ended,17.0,,,time delta > 2 hours
3444,558927,389565,mobile,ended,-81.0,,,time delta > 2 hours
3445,558961,414139,mobile,ended,1326.0,,,time delta > 2 hours
3446,558984,392151,mobile,ended,4.0,,,time delta > 2 hours
3447,559019,294327,connect,ended,4.0,,,time delta > 2 hours
3448,559099,373661,mobile,ended,-68.0,,,time delta > 2 hours
3449,559153,173712,mobile,ended,51.0,,,time delta > 2 hours
3450,559198,322025,mobile,ended,39.0,,,time delta > 2 hours
3451,559361,354895,mobile,ended,32.0,,,time delta > 2 hours
3452,559390,397599,mobile,ended,-159.0,,,time delta > 2 hours
3453,559418,413538,mobile,ended,25.0,,,time delta > 2 hours
3454,559427,404731,mobile,ended,105.0,,,time delta > 2 hours
3455,559629,334822,mobile,ended,-44.0,,,time delta > 2 hours
3456,559713,412869,mobile,ended,2.0,,,time delta > 2 hours
3457,559880,321010,mobile,ended,-7.0,,,time delta > 2 hours
3458,559948,300218,mobile,ended,-19.0,,,time delta > 2 hours
3459,559976,344254,connect,ended,51.0,558129.0,60.0,time delta btw 0 and 2 hours
3460,560041,364124,mobile,ended,43.0,,,time delta > 2 hours
3461,560127,292467,mobile,ended,35.0,,,time delta > 2 hours
3462,560195,309209,connect,ended,-10.0,,,time delta > 2 hours
3463,560403,247414,mobile,ended,93.0,,,time delta > 2 hours
3464,560510,349006,mobile,ended,180.0,,,time delta > 2 hours
3465,560512,388805,mobile,ended,-9.0,,,time delta > 2 hours
3466,560574,310661,mobile,ended,-2.0,,,time delta > 2 hours
3467,560749,404778,mobile,ended,114.0,,,time delta > 2 hours
3468,545322,356106,connect,ended,-55.0,,,time delta > 2 hours
3469,545459,301301,connect,ended,5.0,,,time delta > 2 hours
3470,545504,377781,mobile,ended,38.0,,,time delta > 2 hours
3471,545518,371672,mobile,ended,23.0,,,time delta > 2 hours
3472,545594,392479,mobile,ended,22.0,538397.0,570.0,time delta > 2 hours
3473,545614,368677,mobile,ended,60.0,,,time delta > 2 hours
3474,545750,393968,connect,ended,-11.0,548306.0,600.0,time delta > 2 hours
3475,545901,358283,mobile,ended,-56.0,,,time delta > 2 hours
3476,545915,356695,mobile,ended,-39.0,,,time delta > 2 hours
3477,545916,307364,connect,ended,-77.0,545822.0,30.0,time delta btw 0 and 2 hours
3478,546070,313952,mobile,ended,238.0,569185.0,570.0,time delta > 2 hours
3479,546187,373700,mobile,ended,-87.0,,,time delta > 2 hours
3480,546298,310003,mobile,ended,0.0,,,time delta > 2 hours
3481,546357,270091,mobile,ended,-4.0,,,time delta > 2 hours
3482,546457,380478,mobile,ended,697.0,,,time delta > 2 hours
3483,546696,319365,mobile,ended,3.0,,,time delta > 2 hours
3484,547050,348294,connect,ended,-38.0,,,time delta > 2 hours
3485,547139,403991,mobile,ended,43.0,,,time delta > 2 hours
3486,547422,312118,mobile,ended,-59.0,,,time delta > 2 hours
3487,547492,277629,mobile,ended,1.0,,,time delta > 2 hours
3488,547765,362199,connect,ended,-45.0,,,time delta > 2 hours
3489,547845,410832,mobile,ended,2.0,,,time delta > 2 hours
3490,547872,338243,connect,ended,83.0,549555.0,600.0,time delta > 2 hours
3491,547905,280886,connect,ended,201.0,,,time delta > 2 hours
3492,548098,383485,mobile,ended,72.0,,,time delta > 2 hours
3493,548110,379908,mobile,ended,-52.0,542260.0,720.0,time delta > 2 hours
3494,548237,283480,mobile,ended,7.0,,,time delta > 2 hours
3495,548448,310636,connect,ended,29.0,,,time delta > 2 hours
3496,548604,404192,mobile,ended,156.0,,,time delta > 2 hours
3497,548678,317652,connect,ended,-281.0,,,time delta > 2 hours
3498,548681,397027,mobile,ended,10.0,,,time delta > 2 hours
3499,548682,319879,mobile,ended,33.0,,,time delta > 2 hours
3500,548769,269549,mobile,ended,-49.0,,,time delta > 2 hours
3501,548851,390467,connect,ended,-16.0,,,time delta > 2 hours
3502,548993,214091,mobile,ended,-43.0,,,time delta > 2 hours
3503,549007,352730,mobile,ended,-365.0,,,time delta > 2 hours
3504,549039,222072,mobile,ended,-109.0,,,time delta > 2 hours
3505,549055,399618,mobile,ended,0.0,,,time delta > 2 hours
3506,549238,196929,mobile,ended,13.0,,,time delta > 2 hours
3507,545431,393723,connect,ended,66.0,,,time delta > 2 hours
3508,545476,410832,mobile,ended,-101.0,,,time delta > 2 hours
3509,545684,247971,mobile,ended,-29.0,,,time delta > 2 hours
3510,545792,337217,mobile,ended,-72.0,,,time delta > 2 hours
3511,545814,404868,mobile,ended,6.0,,,time delta > 2 hours
3512,545833,390590,connect,ended,46.0,,,time delta > 2 hours
3513,545868,278398,mobile,ended,-73.0,,,time delta > 2 hours
3514,545984,305525,connect,ended,-253.0,545963.0,720.0,time delta > 2 hours
3515,545988,397470,mobile,ended,-51.0,,,time delta > 2 hours
3516,546447,395266,mobile,ended,-22.0,,,time delta > 2 hours
3517,546524,354515,mobile,ended,140.0,,,time delta > 2 hours
3518,546533,392368,connect,ended,-276.0,,,time delta > 2 hours
3519,546537,400478,mobile,ended,-34.0,,,time delta > 2 hours
3520,546554,341498,mobile,ended,111.0,,,time delta > 2 hours
3521,546636,399528,connect,ended,4.0,545268.0,540.0,time delta > 2 hours
3522,546692,346697,mobile,ended,549.0,,,time delta > 2 hours
3523,546793,373856,mobile,ended,-240.0,,,time delta > 2 hours
3524,546825,261686,mobile,ended,-8.0,,,time delta > 2 hours
3525,546873,380584,mobile,ended,-23.0,,,time delta > 2 hours
3526,547172,337897,mobile,ended,23.0,,,time delta > 2 hours
3527,547206,285172,mobile,ended,316.0,,,time delta > 2 hours
3528,547225,335258,mobile,ended,-150.0,,,time delta > 2 hours
3529,547254,396528,mobile,ended,232.0,,,time delta > 2 hours
3530,547344,357721,mobile,ended,132.0,,,time delta > 2 hours
3531,547384,305307,mobile,ended,-12.0,,,time delta > 2 hours
3532,547458,278640,connect,ended,-8.0,,,time delta > 2 hours
3533,547487,384747,mobile,ended,804.0,,,time delta > 2 hours
3534,547672,383110,connect,ended,7.0,,,time delta > 2 hours
3535,547684,347873,connect,ended,-79.0,,,time delta > 2 hours
3536,547717,409298,mobile,ended,152.0,,,time delta > 2 hours
3537,547718,355900,connect,ended,-20.0,,,time delta > 2 hours
3538,547808,347319,mobile,ended,-141.0,,,time delta > 2 hours
3539,547811,403871,mobile,ended,-122.0,,,time delta > 2 hours
3540,548074,369158,mobile,ended,41.0,,,time delta > 2 hours
3541,548185,385295,mobile,ended,129.0,538747.0,600.0,time delta > 2 hours
3542,548272,317330,connect,ended,-21.0,548279.0,0.0,time delta btw 0 and 2 hours
3543,548467,411007,mobile,ended,-205.0,,,time delta > 2 hours
3544,548581,411464,mobile,ended,130.0,,,time delta > 2 hours
3545,548672,405417,mobile,ended,17.0,,,time delta > 2 hours
3546,548749,373657,mobile,ended,41.0,,,time delta > 2 hours
3547,548867,217819,mobile,ended,-134.0,544074.0,270.0,time delta > 2 hours
3548,548905,402879,mobile,ended,122.0,,,time delta > 2 hours
3549,548952,356630,mobile,ended,-88.0,523527.0,720.0,time delta > 2 hours
3550,549012,321273,mobile,ended,-793.0,,,time delta > 2 hours
3551,549037,390352,mobile,ended,-126.0,,,time delta > 2 hours
3552,549188,380584,mobile,ended,11.0,,,time delta > 2 hours
3553,549274,349011,mobile,ended,17.0,,,time delta > 2 hours
3554,549357,364976,mobile,ended,-73.0,,,time delta > 2 hours
3555,549564,338935,mobile,ended,1060.0,,,time delta > 2 hours
3556,549568,384056,mobile,ended,-19.0,,,time delta > 2 hours
3557,549575,369381,mobile,ended,5.0,,,time delta > 2 hours
3558,549583,330679,mobile,ended,39.0,,,time delta > 2 hours
3559,549587,381857,connect,ended,-5.0,,,time delta > 2 hours
3560,549641,313957,mobile,ended,-66.0,,,time delta > 2 hours
3561,549648,408363,mobile,ended,-195.0,,,time delta > 2 hours
3562,550218,394801,mobile,ended,30.0,,,time delta > 2 hours
3563,550308,361580,mobile,ended,-49.0,,,time delta > 2 hours
3564,550315,407074,mobile,ended,58.0,,,time delta > 2 hours
3565,550418,204797,mobile,ended,11.0,,,time delta > 2 hours
3566,550420,412122,mobile,ended,-7.0,,,time delta > 2 hours
3567,550449,405028,mobile,ended,-135.0,,,time delta > 2 hours
3568,550479,265239,connect,ended,51.0,520615.0,0.0,time delta btw 0 and 2 hours
3569,550600,269871,mobile,ended,-71.0,,,time delta > 2 hours
3570,550736,391295,mobile,ended,-28.0,,,time delta > 2 hours
3571,550792,358856,mobile,ended,-411.0,,,time delta > 2 hours
3572,550843,409894,mobile,ended,101.0,,,time delta > 2 hours
3573,551131,407465,connect,ended,76.0,,,time delta > 2 hours
3574,551186,401436,mobile,ended,-194.0,,,time delta > 2 hours
3575,551199,216925,mobile,ended,119.0,,,time delta > 2 hours
3576,551238,387881,mobile,ended,62.0,,,time delta > 2 hours
3577,551268,395374,mobile,ended,48.0,,,time delta > 2 hours
3578,551287,336126,mobile,ended,-128.0,,,time delta > 2 hours
3579,551453,384536,mobile,ended,-225.0,,,time delta > 2 hours
3580,551639,400004,mobile,ended,-2.0,,,time delta > 2 hours
3581,551678,365926,connect,ended,-202.0,,,time delta > 2 hours
3582,551714,396183,mobile,ended,-729.0,,,time delta > 2 hours
3583,551791,291982,mobile,ended,-118.0,,,time delta > 2 hours
3584,551959,399692,mobile,ended,112.0,,,time delta > 2 hours
3585,551991,310534,mobile,ended,38.0,,,time delta > 2 hours
3586,552198,304646,mobile,ended,67.0,,,time delta > 2 hours
3587,552365,404130,connect,ended,12.0,553206.0,480.0,time delta > 2 hours
3588,552537,379208,mobile,ended,-2.0,,,time delta > 2 hours
3589,552549,378045,mobile,ended,91.0,,,time delta > 2 hours
3590,552565,389441,mobile,ended,7.0,,,time delta > 2 hours
3591,552602,312572,mobile,ended,2949.0,,,time delta > 2 hours
3592,552709,255377,connect,ended,-201.0,,,time delta > 2 hours
3593,505594,347865,mobile,ended,46.0,,,time delta > 2 hours
3594,505617,375834,mobile,ended,-54.0,,,time delta > 2 hours
3595,507978,288425,mobile,ended,61.0,,,time delta > 2 hours
3596,512562,321069,mobile,ended,104.0,,,time delta > 2 hours
3597,513126,400468,mobile,ended,53.0,,,time delta > 2 hours
3598,513468,341909,mobile,ended,49.0,,,time delta > 2 hours
3599,517318,371828,mobile,ended,254.0,,,time delta > 2 hours
3600,518673,245197,mobile,ended,26.0,,,time delta > 2 hours
3601,519918,401719,mobile,ended,16.0,,,time delta > 2 hours
3602,520333,372779,mobile,ended,-222.0,,,time delta > 2 hours
3603,520341,370161,mobile,ended,15.0,,,time delta > 2 hours
3604,521154,346734,mobile,ended,7.0,,,time delta > 2 hours
3605,521323,393670,mobile,ended,-22.0,,,time delta > 2 hours
3606,522163,360902,mobile,ended,-10.0,,,time delta > 2 hours
3607,522205,359504,mobile,ended,64.0,,,time delta > 2 hours
3608,522240,360289,mobile,ended,226.0,,,time delta > 2 hours
3609,522452,404168,mobile,ended,-12.0,,,time delta > 2 hours
3610,522640,394543,mobile,ended,21.0,546468.0,60.0,time delta btw 0 and 2 hours
3611,524059,369648,connect,ended,99.0,,,time delta > 2 hours
3612,525624,285829,connect,ended,32.0,,,time delta > 2 hours
3613,526438,393628,mobile,ended,59.0,,,time delta > 2 hours
3614,527141,173061,connect,ended,101.0,,,time delta > 2 hours
3615,528564,397788,mobile,ended,134.0,,,time delta > 2 hours
3616,528644,349142,mobile,ended,5.0,,,time delta > 2 hours
3617,528845,385378,mobile,ended,-4624.0,,,time delta > 2 hours
3618,529847,350052,mobile,ended,-37.0,,,time delta > 2 hours
3619,530788,384837,mobile,ended,38.0,,,time delta > 2 hours
3620,531799,338935,mobile,ended,813.0,,,time delta > 2 hours
3621,532550,311460,mobile,ended,-41.0,,,time delta > 2 hours
3622,533456,368432,mobile,ended,-2.0,539640.0,600.0,time delta > 2 hours
3623,533468,269237,mobile,ended,992.0,,,time delta > 2 hours
3624,533470,208207,mobile,ended,21.0,,,time delta > 2 hours
3625,533596,352799,mobile,ended,46.0,538423.0,720.0,time delta > 2 hours
3626,533872,376442,mobile,ended,9.0,,,time delta > 2 hours
3627,534141,397728,mobile,ended,12.0,,,time delta > 2 hours
3628,534498,401095,mobile,ended,178.0,,,time delta > 2 hours
3629,534647,349406,mobile,ended,-69.0,,,time delta > 2 hours
3630,535057,404386,mobile,ended,225.0,,,time delta > 2 hours
3631,535077,340304,mobile,ended,72.0,,,time delta > 2 hours
3632,535097,227982,mobile,ended,29.0,,,time delta > 2 hours
3633,535125,369437,mobile,ended,81.0,,,time delta > 2 hours
3634,552399,399951,mobile,ended,-114.0,,,time delta > 2 hours
3635,552477,385082,mobile,ended,7.0,,,time delta > 2 hours
3636,552555,184917,mobile,ended,56.0,,,time delta > 2 hours
3637,552599,393930,mobile,ended,52.0,,,time delta > 2 hours
3638,552798,412682,mobile,ended,135.0,,,time delta > 2 hours
3639,552872,374007,mobile,ended,106.0,,,time delta > 2 hours
3640,553003,367632,connect,ended,-146.0,,,time delta > 2 hours
3641,553016,325328,connect,ended,43.0,,,time delta > 2 hours
3642,553245,401387,mobile,ended,6.0,,,time delta > 2 hours
3643,553249,384040,connect,ended,-42.0,,,time delta > 2 hours
3644,553302,368432,mobile,ended,-104.0,567818.0,570.0,time delta > 2 hours
3645,553429,393083,mobile,ended,72.0,,,time delta > 2 hours
3646,553571,391926,connect,ended,21.0,,,time delta > 2 hours
3647,553604,345004,mobile,ended,250.0,,,time delta > 2 hours
3648,553622,408867,mobile,ended,116.0,,,time delta > 2 hours
3649,553799,390467,connect,ended,-29.0,,,time delta > 2 hours
3650,553800,409985,mobile,ended,97.0,,,time delta > 2 hours
3651,553836,340616,connect,ended,54.0,553933.0,30.0,time delta btw 0 and 2 hours
3652,553948,413094,mobile,ended,-275.0,,,time delta > 2 hours
3653,553970,351829,mobile,ended,-81.0,,,time delta > 2 hours
3654,554017,391519,connect,ended,67.0,,,time delta > 2 hours
3655,554383,159533,connect,ended,41.0,512682.0,330.0,time delta > 2 hours
3656,554407,310049,mobile,ended,76.0,551523.0,120.0,time delta btw 0 and 2 hours
3657,554436,380069,mobile,ended,-315.0,,,time delta > 2 hours
3658,554623,394311,mobile,ended,-57.0,,,time delta > 2 hours
3659,554626,404923,mobile,ended,-4.0,,,time delta > 2 hours
3660,554676,353274,mobile,ended,-8.0,,,time delta > 2 hours
3661,554960,311437,mobile,ended,-12.0,,,time delta > 2 hours
3662,555040,354494,mobile,ended,37.0,,,time delta > 2 hours
3663,555460,413056,mobile,ended,-67.0,,,time delta > 2 hours
3664,555611,245767,mobile,ended,21.0,,,time delta > 2 hours
3665,555684,413553,mobile,ended,-188.0,,,time delta > 2 hours
3666,555767,366985,mobile,ended,286.0,,,time delta > 2 hours
3667,555772,242223,mobile,ended,-351.0,,,time delta > 2 hours
3668,555902,363386,mobile,ended,131.0,,,time delta > 2 hours
3669,549245,194197,mobile,ended,-293.0,,,time delta > 2 hours
3670,549271,357639,mobile,ended,-55.0,,,time delta > 2 hours
3671,549418,370555,mobile,ended,19.0,,,time delta > 2 hours
3672,549451,410795,mobile,ended,12.0,,,time delta > 2 hours
3673,549492,391882,connect,ended,-171.0,,,time delta > 2 hours
3674,549518,375553,mobile,ended,-86.0,,,time delta > 2 hours
3675,549552,394259,mobile,ended,-146.0,,,time delta > 2 hours
3676,549563,390773,mobile,ended,0.0,,,time delta > 2 hours
3677,549582,403525,mobile,ended,-24.0,,,time delta > 2 hours
3678,549722,228776,mobile,ended,49.0,,,time delta > 2 hours
3679,549881,404654,mobile,ended,1.0,,,time delta > 2 hours
3680,549930,385243,mobile,ended,11.0,,,time delta > 2 hours
3681,549952,408467,mobile,ended,17.0,,,time delta > 2 hours
3682,549968,377004,mobile,ended,52.0,550088.0,30.0,time delta btw 0 and 2 hours
3683,550023,375958,mobile,ended,128.0,,,time delta > 2 hours
3684,550111,370771,mobile,ended,984.0,,,time delta > 2 hours
3685,550240,407865,mobile,ended,15.0,550984.0,120.0,time delta btw 0 and 2 hours
3686,550344,390729,mobile,ended,-139.0,,,time delta > 2 hours
3687,550452,406293,mobile,ended,11.0,,,time delta > 2 hours
3688,550508,267547,mobile,ended,36.0,,,time delta > 2 hours
3689,550545,314456,connect,ended,-38.0,,,time delta > 2 hours
3690,550956,392548,mobile,ended,146.0,,,time delta > 2 hours
3691,550958,276488,mobile,ended,1747.0,,,time delta > 2 hours
3692,550977,284152,mobile,ended,466.0,,,time delta > 2 hours
3693,550994,303309,connect,ended,31.0,549854.0,720.0,time delta > 2 hours
3694,551289,395950,mobile,ended,67.0,,,time delta > 2 hours
3695,551319,381770,mobile,ended,119.0,,,time delta > 2 hours
3696,551321,410089,mobile,ended,77.0,,,time delta > 2 hours
3697,551565,356673,mobile,ended,176.0,548460.0,60.0,time delta btw 0 and 2 hours
3698,551582,399837,mobile,ended,59.0,,,time delta > 2 hours
3699,551593,335276,connect,ended,194.0,,,time delta > 2 hours
3700,551601,291932,connect,ended,-44.0,,,time delta > 2 hours
3701,551667,350149,mobile,ended,272.0,555318.0,150.0,time delta > 2 hours
3702,551781,359365,mobile,ended,43.0,,,time delta > 2 hours
3703,551849,326263,mobile,ended,-48.0,,,time delta > 2 hours
3704,551989,404496,mobile,ended,-72.0,,,time delta > 2 hours
3705,552075,364038,mobile,ended,0.0,514557.0,30.0,time delta btw 0 and 2 hours
3706,552108,323762,mobile,ended,-6.0,,,time delta > 2 hours
3707,552116,363280,mobile,ended,4.0,519547.0,540.0,time delta > 2 hours
3708,552122,374486,mobile,ended,0.0,,,time delta > 2 hours
3709,552264,376491,connect,ended,-15.0,551892.0,30.0,time delta btw 0 and 2 hours
3710,552392,349171,connect,ended,46.0,,,time delta > 2 hours
3711,552572,291235,mobile,ended,428.0,,,time delta > 2 hours
3712,552587,339146,mobile,ended,152.0,,,time delta > 2 hours
3713,552598,376840,connect,ended,10.0,549549.0,540.0,time delta > 2 hours
3714,552749,326578,mobile,ended,18.0,,,time delta > 2 hours
3715,552849,178730,mobile,ended,-28.0,,,time delta > 2 hours
3716,552864,213366,mobile,ended,25.0,,,time delta > 2 hours
3717,552957,339475,mobile,ended,45.0,,,time delta > 2 hours
3718,553158,376626,mobile,ended,-93.0,,,time delta > 2 hours
3719,553198,296227,mobile,ended,252.0,,,time delta > 2 hours
3720,553308,368432,mobile,ended,-133.0,562021.0,630.0,time delta > 2 hours
3721,553395,339442,mobile,ended,-16.0,,,time delta > 2 hours
3722,553577,381000,mobile,ended,-25.0,,,time delta > 2 hours
3723,553817,371672,mobile,ended,352.0,,,time delta > 2 hours
3724,554003,365529,mobile,ended,158.0,,,time delta > 2 hours
3725,554051,409238,mobile,ended,128.0,,,time delta > 2 hours
3726,554174,312622,mobile,ended,11.0,554035.0,60.0,time delta btw 0 and 2 hours
3727,554177,186958,mobile,ended,-40.0,,,time delta > 2 hours
3728,554183,362187,connect,ended,-426.0,556500.0,180.0,time delta > 2 hours
3729,554235,394801,mobile,ended,7.0,559412.0,30.0,time delta btw 0 and 2 hours
3730,554288,411865,mobile,ended,5.0,,,time delta > 2 hours
3731,554555,390541,mobile,ended,-17.0,,,time delta > 2 hours
3732,554638,343596,mobile,ended,-15.0,,,time delta > 2 hours
3733,554905,314687,mobile,ended,-28.0,552745.0,60.0,time delta btw 0 and 2 hours
3734,554976,410779,mobile,ended,-43.0,,,time delta > 2 hours
3735,554986,385919,connect,ended,49.0,,,time delta > 2 hours
3736,554995,305816,connect,ended,-206.0,,,time delta > 2 hours
3737,555048,380128,mobile,ended,4.0,,,time delta > 2 hours
3738,555193,339475,mobile,ended,16.0,,,time delta > 2 hours
3739,555289,392142,mobile,ended,63.0,,,time delta > 2 hours
3740,555304,268787,mobile,ended,-15.0,,,time delta > 2 hours
3741,555453,344993,mobile,ended,-7.0,,,time delta > 2 hours
3742,555537,202057,mobile,ended,11.0,,,time delta > 2 hours
3743,555636,209492,mobile,ended,21.0,,,time delta > 2 hours
3744,555688,284574,mobile,ended,62.0,,,time delta > 2 hours
3745,555746,350023,mobile,ended,49.0,,,time delta > 2 hours
3746,556093,396346,mobile,ended,125.0,,,time delta > 2 hours
3747,556109,385303,connect,ended,-13.0,,,time delta > 2 hours
3748,556245,410560,mobile,ended,12.0,,,time delta > 2 hours
3749,556315,340014,connect,ended,-9.0,,,time delta > 2 hours
3750,548368,402566,mobile,ended,-48.0,,,time delta > 2 hours
3751,548402,313666,mobile,ended,743.0,,,time delta > 2 hours
3752,548408,376086,mobile,ended,-58.0,,,time delta > 2 hours
3753,548469,372549,mobile,ended,55.0,,,time delta > 2 hours
3754,548563,346672,mobile,ended,91.0,,,time delta > 2 hours
3755,548644,351787,mobile,ended,-20.0,,,time delta > 2 hours
3756,548831,382029,mobile,ended,39.0,,,time delta > 2 hours
3757,548836,164960,connect,ended,41.0,,,time delta > 2 hours
3758,548940,369833,mobile,ended,241.0,,,time delta > 2 hours
3759,548994,285425,mobile,ended,-56.0,,,time delta > 2 hours
3760,548997,406413,mobile,ended,-57.0,,,time delta > 2 hours
3761,549168,305489,mobile,ended,84.0,,,time delta > 2 hours
